
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd    getData("M0:vt

 0.00000e+00       1.44521e-12       6.33090e-14       2.45691e-15       1.68649e-15       4.88354e-01       3.97317e-02       4.88354e-01      
 9.00000e-03       1.93718e-12       7.75383e-14       2.44704e-15       2.26086e-15       4.88354e-01       3.97317e-02       4.88354e-01      
 1.80000e-02       2.59648e-12       9.70099e-14       2.43759e-15       3.03074e-15       4.88354e-01       3.97318e-02       4.88354e-01      
 2.70000e-02       3.47992e-12       1.23465e-13       2.42857e-15       4.06260e-15       4.88354e-01       3.97318e-02       4.88354e-01      
 3.60000e-02       4.66359e-12       1.59239e-13       2.42002e-15       5.44548e-15       4.88354e-01       3.97319e-02       4.88354e-01      
 4.50000e-02       6.24932e-12       2.07463e-13       2.41198e-15       7.29866e-15       4.88354e-01       3.97320e-02       4.88354e-01      
 5.40000e-02       8.37334e-12       2.72336e-13       2.40448e-15       9.78181e-15       4.88354e-01       3.97321e-02       4.88354e-01      
 6.30000e-02       1.12179e-11       3.59476e-13       2.39761e-15       1.31087e-14       4.88354e-01       3.97323e-02       4.88354e-01      
 7.20000e-02       1.50266e-11       4.76411e-13       2.39142e-15       1.75654e-14       4.88354e-01       3.97325e-02       4.88354e-01      
 8.10000e-02       2.01252e-11       6.33211e-13       2.38602e-15       2.35348e-14       4.88354e-01       3.97329e-02       4.88354e-01      
 9.00000e-02       2.69483e-11       8.43347e-13       2.38153e-15       3.15285e-14       4.88354e-01       3.97333e-02       4.88354e-01      
 9.90000e-02       3.60764e-11       1.12483e-12       2.37807e-15       4.22310e-14       4.88354e-01       3.97339e-02       4.88354e-01      
 1.08000e-01       4.82833e-11       1.50173e-12       2.37583e-15       5.65563e-14       4.88354e-01       3.97346e-02       4.88354e-01      
 1.17000e-01       6.46001e-11       2.00618e-12       2.37500e-15       7.57250e-14       4.88354e-01       3.97356e-02       4.88354e-01      
 1.26000e-01       8.63963e-11       2.68106e-12       2.37578e-15       1.01365e-13       4.88354e-01       3.97370e-02       4.88354e-01      
 1.35000e-01       1.15491e-10       3.58350e-12       2.37845e-15       1.35646e-13       4.88354e-01       3.97389e-02       4.88354e-01      
 1.44000e-01       1.54301e-10       4.78958e-12       2.38342e-15       1.81454e-13       4.88354e-01       3.97413e-02       4.88354e-01      
 1.53000e-01       2.06026e-10       6.40051e-12       2.39110e-15       2.42630e-13       4.88354e-01       3.97446e-02       4.88354e-01      
 1.62000e-01       2.74892e-10       8.55073e-12       2.40196e-15       3.24271e-13       4.88354e-01       3.97490e-02       4.88354e-01      
 1.71000e-01       3.66470e-10       1.14185e-11       2.41652e-15       4.33133e-13       4.88354e-01       3.97548e-02       4.88354e-01      
 1.80000e-01       4.88076e-10       1.52397e-11       2.43540e-15       5.78150e-13       4.88354e-01       3.97626e-02       4.88354e-01      
 1.89000e-01       6.49292e-10       2.03260e-11       2.45926e-15       7.71107e-13       4.88354e-01       3.97729e-02       4.88354e-01      
 1.98000e-01       8.62613e-10       2.70878e-11       2.48882e-15       1.02750e-12       4.88354e-01       3.97866e-02       4.88354e-01      
 2.07000e-01       1.14425e-09       3.60641e-11       2.52488e-15       1.36766e-12       4.88354e-01       3.98049e-02       4.88354e-01      
 2.16000e-01       1.51514e-09       4.79603e-11       2.56823e-15       1.81809e-12       4.88354e-01       3.98290e-02       4.88354e-01      
 2.25000e-01       2.00212e-09       6.36958e-11       2.61973e-15       2.41324e-12       4.88354e-01       3.98608e-02       4.88354e-01      
 2.34000e-01       2.63936e-09       8.44636e-11       2.68017e-15       3.19760e-12       4.88354e-01       3.99028e-02       4.88354e-01      
 2.43000e-01       3.47001e-09       1.11804e-10       2.75034e-15       4.22823e-12       4.88354e-01       3.99579e-02       4.88354e-01      
 2.52000e-01       4.54805e-09       1.47691e-10       2.83095e-15       5.57774e-12       4.88354e-01       4.00301e-02       4.88354e-01      
 2.61000e-01       5.94026e-09       1.94644e-10       2.92260e-15       7.33771e-12       4.88354e-01       4.01241e-02       4.88354e-01      
 2.70000e-01       7.72834e-09       2.55847e-10       3.02575e-15       9.62233e-12       4.88354e-01       4.02461e-02       4.88354e-01      
 2.79000e-01       1.00109e-08       3.35295e-10       3.14073e-15       1.25722e-11       4.88354e-01       4.04033e-02       4.88354e-01      
 2.88000e-01       1.29051e-08       4.37953e-10       3.26766e-15       1.63581e-11       4.88354e-01       4.06049e-02       4.88354e-01      
 2.97000e-01       1.65484e-08       5.69931e-10       3.40647e-15       2.11836e-11       4.88354e-01       4.08613e-02       4.88354e-01      
 3.06000e-01       2.10986e-08       7.38668e-10       3.55690e-15       2.72873e-11       4.88354e-01       4.11848e-02       4.88354e-01      
 3.15000e-01       2.67342e-08       9.53119e-10       3.71847e-15       3.49421e-11       4.88354e-01       4.15894e-02       4.88354e-01      
