
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd    getData("M0:vt

 0.00000e+00       2.09275e-12       8.33238e-14       1.71772e-15       3.37854e-15       4.90834e-01       4.02032e-02       4.90834e-01      
 9.00000e-03       2.80359e-12       1.04321e-13       1.71100e-15       4.52665e-15       4.90834e-01       4.02033e-02       4.90834e-01      
 1.80000e-02       3.75567e-12       1.32849e-13       1.70455e-15       6.06469e-15       4.90834e-01       4.02033e-02       4.90834e-01      
 2.70000e-02       5.03075e-12       1.71419e-13       1.69839e-15       8.12496e-15       4.90834e-01       4.02033e-02       4.90834e-01      
 3.60000e-02       6.73821e-12       2.23401e-13       1.69254e-15       1.08846e-14       4.90834e-01       4.02034e-02       4.90834e-01      
 4.50000e-02       9.02441e-12       2.93307e-13       1.68702e-15       1.45807e-14       4.90834e-01       4.02035e-02       4.90834e-01      
 5.40000e-02       1.20851e-11       3.87179e-13       1.68187e-15       1.95306e-14       4.90834e-01       4.02036e-02       4.90834e-01      
 6.30000e-02       1.61818e-11       5.13106e-13       1.67712e-15       2.61587e-14       4.90834e-01       4.02038e-02       4.90834e-01      
 7.20000e-02       2.16644e-11       6.81908e-13       1.67283e-15       3.50331e-14       4.90834e-01       4.02040e-02       4.90834e-01      
 8.10000e-02       2.89997e-11       9.08059e-13       1.66905e-15       4.69131e-14       4.90834e-01       4.02043e-02       4.90834e-01      
 9.00000e-02       3.88114e-11       1.21091e-12       1.66587e-15       6.28138e-14       4.90834e-01       4.02047e-02       4.90834e-01      
 9.90000e-02       5.19312e-11       1.61632e-12       1.66337e-15       8.40915e-14       4.90834e-01       4.02053e-02       4.90834e-01      
 1.08000e-01       6.94679e-11       2.15881e-12       1.66166e-15       1.12557e-13       4.90834e-01       4.02060e-02       4.90834e-01      
 1.17000e-01       9.28983e-11       2.88450e-12       1.66087e-15       1.50629e-13       4.90834e-01       4.02070e-02       4.90834e-01      
 1.26000e-01       1.24183e-10       3.85485e-12       1.66113e-15       2.01529e-13       4.90834e-01       4.02083e-02       4.90834e-01      
 1.35000e-01       1.65925e-10       5.15175e-12       1.66263e-15       2.69549e-13       4.90834e-01       4.02100e-02       4.90834e-01      
 1.44000e-01       2.21587e-10       6.88420e-12       1.66563e-15       3.60404e-13       4.90834e-01       4.02124e-02       4.90834e-01      
 1.53000e-01       2.95744e-10       9.19717e-12       1.67040e-15       4.81686e-13       4.90834e-01       4.02155e-02       4.90834e-01      
 1.62000e-01       3.94445e-10       1.22832e-11       1.67725e-15       6.43476e-13       4.90834e-01       4.02196e-02       4.90834e-01      
 1.71000e-01       5.25661e-10       1.63974e-11       1.68652e-15       8.59133e-13       4.90834e-01       4.02251e-02       4.90834e-01      
 1.80000e-01       6.99866e-10       2.18777e-11       1.69863e-15       1.14632e-12       4.90834e-01       4.02325e-02       4.90834e-01      
 1.89000e-01       9.30779e-10       2.91701e-11       1.71400e-15       1.52834e-12       4.90834e-01       4.02423e-02       4.90834e-01      
 1.98000e-01       1.23630e-09       3.88623e-11       1.73312e-15       2.03584e-12       4.90834e-01       4.02553e-02       4.90834e-01      
 2.07000e-01       1.63966e-09       5.17260e-11       1.75652e-15       2.70901e-12       4.90834e-01       4.02725e-02       4.90834e-01      
 2.16000e-01       2.17089e-09       6.87718e-11       1.78473e-15       3.60034e-12       4.90834e-01       4.02954e-02       4.90834e-01      
 2.25000e-01       2.86851e-09       9.13172e-11       1.81833e-15       4.77804e-12       4.90834e-01       4.03255e-02       4.90834e-01      
 2.34000e-01       3.78167e-09       1.21073e-10       1.85787e-15       6.33027e-12       4.90834e-01       4.03652e-02       4.90834e-01      
