
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd    getData("M0:vt

 0.00000e+00       2.71290e-11       8.85644e-13       2.41862e-16       1.80432e-13       5.41743e-01       5.25433e-02       5.41743e-01      
 9.00000e-03       3.59584e-11       1.16704e-12       2.41465e-16       2.39170e-13       5.41743e-01       5.25433e-02       5.41743e-01      
 1.80000e-02       4.76597e-11       1.54038e-12       2.41077e-16       3.17022e-13       5.41743e-01       5.25433e-02       5.41743e-01      
 2.70000e-02       6.31662e-11       2.03554e-12       2.40698e-16       4.20201e-13       5.41743e-01       5.25434e-02       5.41743e-01      
 3.60000e-02       8.37138e-11       2.69208e-12       2.40329e-16       5.56942e-13       5.41743e-01       5.25434e-02       5.41743e-01      
 4.50000e-02       1.10939e-10       3.56243e-12       2.39969e-16       7.38152e-13       5.41743e-01       5.25435e-02       5.41743e-01      
 5.40000e-02       1.47010e-10       4.71605e-12       2.39619e-16       9.78273e-13       5.41743e-01       5.25435e-02       5.41743e-01      
 6.30000e-02       1.94793e-10       6.24489e-12       2.39280e-16       1.29644e-12       5.41743e-01       5.25436e-02       5.41743e-01      
 7.20000e-02       2.58086e-10       8.27076e-12       2.38952e-16       1.71796e-12       5.41743e-01       5.25438e-02       5.41743e-01      
 8.10000e-02       3.41909e-10       1.09549e-11       2.38638e-16       2.27638e-12       5.41743e-01       5.25439e-02       5.41743e-01      
 9.00000e-02       4.52903e-10       1.45108e-11       2.38339e-16       3.01605e-12       5.41743e-01       5.25442e-02       5.41743e-01      
 9.90000e-02       5.99848e-10       1.92208e-11       2.38057e-16       3.99565e-12       5.41743e-01       5.25445e-02       5.41743e-01      
 1.08000e-01       7.94341e-10       2.54585e-11       2.37794e-16       5.29281e-12       5.41743e-01       5.25448e-02       5.41743e-01      
 1.17000e-01       1.05170e-09       3.37181e-11       2.37556e-16       7.01012e-12       5.41743e-01       5.25454e-02       5.41743e-01      
 1.26000e-01       1.39213e-09       4.46526e-11       2.37344e-16       9.28314e-12       5.41743e-01       5.25461e-02       5.41743e-01      
