
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd    getData("M0:vt

 0.00000e+00       1.23473e-12       5.92874e-14       1.31742e-14       9.66713e-16       5.16562e-01       4.00876e-02       5.16562e-01      
 9.00000e-03       1.65596e-12       7.22030e-14       1.31139e-14       1.29662e-15       5.16562e-01       4.00876e-02       5.16562e-01      
 1.80000e-02       2.22079e-12       8.95242e-14       1.30557e-14       1.73907e-15       5.16562e-01       4.00876e-02       5.16562e-01      
 2.70000e-02       2.97813e-12       1.12753e-13       1.29996e-14       2.33242e-15       5.16562e-01       4.00876e-02       5.16562e-01      
 3.60000e-02       3.99352e-12       1.43903e-13       1.29455e-14       3.12808e-15       5.16562e-01       4.00877e-02       5.16562e-01      
 4.50000e-02       5.35473e-12       1.85671e-13       1.28937e-14       4.19499e-15       5.16562e-01       4.00877e-02       5.16562e-01      
 5.40000e-02       7.17934e-12       2.41674e-13       1.28442e-14       5.62550e-15       5.16562e-01       4.00878e-02       5.16562e-01      
 6.30000e-02       9.62479e-12       3.16756e-13       1.27972e-14       7.54336e-15       5.16562e-01       4.00879e-02       5.16562e-01      
 7.20000e-02       1.29018e-11       4.17408e-13       1.27529e-14       1.01143e-14       5.16562e-01       4.00880e-02       5.16562e-01      
 8.10000e-02       1.72924e-11       5.52320e-13       1.27116e-14       1.35604e-14       5.16562e-01       4.00882e-02       5.16562e-01      
 9.00000e-02       2.31737e-11       7.33131e-13       1.26735e-14       1.81789e-14       5.16562e-01       4.00884e-02       5.16562e-01      
 9.90000e-02       3.10497e-11       9.75414e-13       1.26390e-14       2.43674e-14       5.16562e-01       4.00888e-02       5.16562e-01      
 1.08000e-01       4.15939e-11       1.30001e-12       1.26087e-14       3.26584e-14       5.16562e-01       4.00892e-02       5.16562e-01      
 1.17000e-01       5.57053e-11       1.73478e-12       1.25832e-14       4.37633e-14       5.16562e-01       4.00898e-02       5.16562e-01      
 1.26000e-01       7.45829e-11       2.31696e-12       1.25631e-14       5.86333e-14       5.16562e-01       4.00905e-02       5.16562e-01      
 1.35000e-01       9.98241e-11       3.09631e-12       1.25494e-14       7.85384e-14       5.16562e-01       4.00915e-02       5.16562e-01      
 1.44000e-01       1.33555e-10       4.13919e-12       1.25431e-14       1.05174e-13       5.16562e-01       4.00929e-02       5.16562e-01      
 1.53000e-01       1.78599e-10       5.53414e-12       1.25456e-14       1.40799e-13       5.16562e-01       4.00947e-02       5.16562e-01      
 1.62000e-01       2.38687e-10       7.39897e-12       1.25576e-14       1.88421e-13       5.16562e-01       4.00972e-02       5.16562e-01      
 1.71000e-01       3.18780e-10       9.89036e-12       1.25816e-14       2.52039e-13       5.16562e-01       4.01004e-02       5.16562e-01      
 1.80000e-01       4.25416e-10       1.32164e-11       1.26199e-14       3.36960e-13       5.16562e-01       4.01048e-02       5.16562e-01      
 1.89000e-01       5.67207e-10       1.76531e-11       1.26749e-14       4.50219e-13       5.16562e-01       4.01106e-02       5.16562e-01      
 1.98000e-01       7.55451e-10       2.35652e-11       1.27493e-14       6.01113e-13       5.16562e-01       4.01183e-02       5.16562e-01      
 2.07000e-01       1.00492e-09       3.14344e-11       1.28464e-14       8.01904e-13       5.16562e-01       4.01286e-02       5.16562e-01      
 2.16000e-01       1.33482e-09       4.18944e-11       1.29698e-14       1.06871e-12       5.16562e-01       4.01423e-02       5.16562e-01      
 2.25000e-01       1.77004e-09       5.57764e-11       1.31233e-14       1.42262e-12       5.16562e-01       4.01604e-02       5.16562e-01      
 2.34000e-01       2.34256e-09       7.41661e-11       1.33110e-14       1.89116e-12       5.16562e-01       4.01844e-02       5.16562e-01      
 2.43000e-01       3.09326e-09       9.84759e-11       1.35374e-14       2.51003e-12       5.16562e-01       4.02161e-02       5.16562e-01      
 2.52000e-01       4.07389e-09       1.30533e-10       1.38070e-14       3.32522e-12       5.16562e-01       4.02578e-02       5.16562e-01      
 2.61000e-01       5.34943e-09       1.72689e-10       1.41242e-14       4.39568e-12       5.16562e-01       4.03125e-02       5.16562e-01      
 2.70000e-01       7.00049e-09       2.27948e-10       1.44932e-14       5.79622e-12       5.16562e-01       4.03840e-02       5.16562e-01      
 2.79000e-01       9.12600e-09       3.00119e-10       1.49180e-14       7.62098e-12       5.16562e-01       4.04770e-02       5.16562e-01      
 2.88000e-01       1.18456e-08       3.93996e-10       1.54019e-14       9.98706e-12       5.16562e-01       4.05973e-02       5.16562e-01      
 2.97000e-01       1.53019e-08       5.15548e-10       1.59476e-14       1.30384e-11       5.16562e-01       4.07520e-02       5.16562e-01      
 3.06000e-01       1.96621e-08       6.72140e-10       1.65568e-14       1.69493e-11       5.16562e-01       4.09497e-02       5.16562e-01      
 3.15000e-01       2.51187e-08       8.72753e-10       1.72306e-14       2.19275e-11       5.16562e-01       4.12003e-02       5.16562e-01      
 3.24000e-01       3.18887e-08       1.12821e-09       1.79686e-14       2.82162e-11       5.16562e-01       4.15153e-02       5.16562e-01      
 3.33000e-01       4.02122e-08       1.45141e-09       1.87697e-14       3.60945e-11       5.16562e-01       4.19072e-02       5.16562e-01      
 3.42000e-01       5.03485e-08       1.85747e-09       1.96313e-14       4.58755e-11       5.16562e-01       4.23900e-02       5.16562e-01      
 3.51000e-01       6.25712e-08       2.36394e-09       2.05501e-14       5.79028e-11       5.16562e-01       4.29780e-02       5.16562e-01      
 3.60000e-01       7.71613e-08       2.99085e-09       2.15215e-14       7.25435e-11       5.16562e-01       4.36858e-02       5.16562e-01      
 3.69000e-01       9.44010e-08       3.76079e-09       2.25401e-14       9.01805e-11       5.16562e-01       4.45272e-02       5.16562e-01      
 3.78000e-01       1.14566e-07       4.69885e-09       2.35997e-14       1.11203e-10       5.16562e-01       4.55151e-02       5.16562e-01      
 3.87000e-01       1.37922e-07       5.83256e-09       2.46933e-14       1.35996e-10       5.16562e-01       4.66604e-02       5.16562e-01      
 3.96000e-01       1.64722e-07       7.19178e-09       2.58136e-14       1.64935e-10       5.16562e-01       4.79719e-02       5.16562e-01      
 4.05000e-01       1.95209e-07       8.80862e-09       2.69530e-14       1.98378e-10       5.16562e-01       4.94564e-02       5.16562e-01      
 4.14000e-01       2.29625e-07       1.07173e-08       2.81036e-14       2.36662e-10       5.16562e-01       5.11181e-02       5.16562e-01      
 4.23000e-01       2.68220e-07       1.29544e-08       2.92578e-14       2.80110e-10       5.16562e-01       5.29594e-02       5.16562e-01      
 4.32000e-01       3.11265e-07       1.55587e-08       3.04082e-14       3.29028e-10       5.16562e-01       5.49814e-02       5.16562e-01      
 4.41000e-01       3.59059e-07       1.85714e-08       3.15477e-14       3.83717e-10       5.16562e-01       5.71838e-02       5.16562e-01      
 4.50000e-01       4.11940e-07       2.20370e-08       3.26698e-14       4.44475e-10       5.16562e-01       5.95661e-02       5.16562e-01      
 4.59000e-01       4.70283e-07       2.60027e-08       3.37687e-14       5.11607e-10       5.16562e-01       6.21275e-02       5.16562e-01      
 4.68000e-01       5.34493e-07       3.05197e-08       3.48392e-14       5.85427e-10       5.16562e-01       6.48672e-02       5.16562e-01      
 4.77000e-01       6.04997e-07       3.56425e-08       3.58771e-14       6.66265e-10       5.16562e-01       6.77848e-02       5.16562e-01      
 4.86000e-01       6.82227e-07       4.14298e-08       3.68787e-14       7.54461e-10       5.16562e-01       7.08800e-02       5.16562e-01      
 4.95000e-01       7.66604e-07       4.79440e-08       3.78412e-14       8.50370e-10       5.16562e-01       7.41526e-02       5.16562e-01      
 5.04000e-01       8.58525e-07       5.52513e-08       3.87624e-14       9.54356e-10       5.16562e-01       7.76028e-02       5.16562e-01      
 5.13000e-01       9.58337e-07       6.34211e-08       3.96410e-14       1.06679e-09       5.16562e-01       8.12303e-02       5.16562e-01      
 5.22000e-01       1.06633e-06       7.25259e-08       4.04762e-14       1.18803e-09       5.16562e-01       8.50348e-02       5.16562e-01      
 5.31000e-01       1.18274e-06       8.26404e-08       4.12679e-14       1.31846e-09       5.16562e-01       8.90155e-02       5.16562e-01      
 5.40000e-01       1.30769e-06       9.38408e-08       4.20161e-14       1.45841e-09       5.16562e-01       9.31712e-02       5.16562e-01      
 5.49000e-01       1.44124e-06       1.06205e-07       4.27217e-14       1.60825e-09       5.16562e-01       9.74998e-02       5.16562e-01      
 5.58000e-01       1.58338e-06       1.19809e-07       4.33857e-14       1.76828e-09       5.16562e-01       1.01999e-01       5.16562e-01      
 5.67000e-01       1.73398e-06       1.34731e-07       4.40093e-14       1.93881e-09       5.16562e-01       1.06665e-01       5.16562e-01      
 5.76000e-01       1.89286e-06       1.51045e-07       4.45941e-14       2.12014e-09       5.16562e-01       1.11495e-01       5.16562e-01      
 5.85000e-01       2.05974e-06       1.68826e-07       4.51419e-14       2.31253e-09       5.16562e-01       1.16484e-01       5.16562e-01      
 5.94000e-01       2.23430e-06       1.88144e-07       4.56542e-14       2.51621e-09       5.16562e-01       1.21627e-01       5.16562e-01      
 6.03000e-01       2.41616e-06       2.09066e-07       4.61331e-14       2.73142e-09       5.16562e-01       1.26919e-01       5.16562e-01      
 6.12000e-01       2.60487e-06       2.31655e-07       4.65804e-14       2.95837e-09       5.16562e-01       1.32353e-01       5.16562e-01      
 6.21000e-01       2.79998e-06       2.55972e-07       4.69979e-14       3.19725e-09       5.16562e-01       1.37924e-01       5.16562e-01      
 6.30000e-01       3.00100e-06       2.82073e-07       4.73876e-14       3.44825e-09       5.16562e-01       1.43625e-01       5.16562e-01      
 6.39000e-01       3.20743e-06       3.10007e-07       4.77513e-14       3.71155e-09       5.16562e-01       1.49449e-01       5.16562e-01      
 6.48000e-01       3.41878e-06       3.39821e-07       4.80906e-14       3.98732e-09       5.16562e-01       1.55391e-01       5.16562e-01      
 6.57000e-01       3.63455e-06       3.71558e-07       4.84073e-14       4.27575e-09       5.16562e-01       1.61443e-01       5.16562e-01      
 6.66000e-01       3.85426e-06       4.05255e-07       4.87030e-14       4.57701e-09       5.16562e-01       1.67600e-01       5.16562e-01      
 6.75000e-01       4.07746e-06       4.40945e-07       4.89793e-14       4.89128e-09       5.16562e-01       1.73855e-01       5.16562e-01      
 6.84000e-01       4.30369e-06       4.78658e-07       4.92374e-14       5.21877e-09       5.16562e-01       1.80201e-01       5.16562e-01      
 6.93000e-01       4.53255e-06       5.18419e-07       4.94789e-14       5.55968e-09       5.16562e-01       1.86634e-01       5.16562e-01      
 7.02000e-01       4.76365e-06       5.60251e-07       4.97049e-14       5.91425e-09       5.16562e-01       1.93147e-01       5.16562e-01      
 7.11000e-01       4.99664e-06       6.04171e-07       4.99167e-14       6.28271e-09       5.16562e-01       1.99735e-01       5.16562e-01      
 7.20000e-01       5.23120e-06       6.50195e-07       5.01153e-14       6.66536e-09       5.16562e-01       2.06394e-01       5.16562e-01      
 7.29000e-01       5.46701e-06       6.98336e-07       5.03017e-14       7.06247e-09       5.16562e-01       2.13118e-01       5.16562e-01      
 7.38000e-01       5.70382e-06       7.48604e-07       5.04769e-14       7.47437e-09       5.16562e-01       2.19904e-01       5.16562e-01      
 7.47000e-01       5.94137e-06       8.01007e-07       5.06418e-14       7.90142e-09       5.16562e-01       2.26746e-01       5.16562e-01      
 7.56000e-01       6.17946e-06       8.55550e-07       5.07972e-14       8.34401e-09       5.16562e-01       2.33642e-01       5.16562e-01      
 7.65000e-01       6.41788e-06       9.12238e-07       5.09438e-14       8.80256e-09       5.16562e-01       2.40587e-01       5.16562e-01      
 7.74000e-01       6.65647e-06       9.71073e-07       5.10822e-14       9.27753e-09       5.16562e-01       2.47579e-01       5.16562e-01      
 7.83000e-01       6.89506e-06       1.03205e-06       5.12132e-14       9.76942e-09       5.16562e-01       2.54615e-01       5.16562e-01      
 7.92000e-01       7.13352e-06       1.09518e-06       5.13373e-14       1.02788e-08       5.16562e-01       2.61690e-01       5.16562e-01      
 8.01000e-01       7.37173e-06       1.16046e-06       5.14550e-14       1.08062e-08       5.16562e-01       2.68804e-01       5.16562e-01      
 8.10000e-01       7.60958e-06       1.22787e-06       5.15668e-14       1.13524e-08       5.16562e-01       2.75954e-01       5.16562e-01      
 8.19000e-01       7.84697e-06       1.29743e-06       5.16732e-14       1.19179e-08       5.16562e-01       2.83138e-01       5.16562e-01      
 8.28000e-01       8.08383e-06       1.36912e-06       5.17745e-14       1.25036e-08       5.16562e-01       2.90353e-01       5.16562e-01      
 8.37000e-01       8.32006e-06       1.44294e-06       5.18713e-14       1.31103e-08       5.16562e-01       2.97598e-01       5.16562e-01      
 8.46000e-01       8.55560e-06       1.51888e-06       5.19637e-14       1.37388e-08       5.16562e-01       3.04871e-01       5.16562e-01      
 8.55000e-01       8.79040e-06       1.59693e-06       5.20521e-14       1.43901e-08       5.16562e-01       3.12172e-01       5.16562e-01      
 8.64000e-01       9.02439e-06       1.67710e-06       5.21368e-14       1.50653e-08       5.16562e-01       3.19497e-01       5.16562e-01      
 8.73000e-01       9.25753e-06       1.75937e-06       5.22181e-14       1.57654e-08       5.16562e-01       3.26848e-01       5.16562e-01      
 8.82000e-01       9.48977e-06       1.84373e-06       5.22962e-14       1.64916e-08       5.16562e-01       3.34221e-01       5.16562e-01      
 8.91000e-01       9.72106e-06       1.93018e-06       5.23714e-14       1.72453e-08       5.16562e-01       3.41617e-01       5.16562e-01      
 9.00000e-01       9.95136e-06       2.01871e-06       5.24438e-14       1.80277e-08       5.16562e-01       3.49034e-01       5.16562e-01      
 9.09000e-01       1.01806e-05       2.10930e-06       5.25136e-14       1.88405e-08       5.16562e-01       3.56472e-01       5.16562e-01      
 9.18000e-01       1.04088e-05       2.20196e-06       5.25811e-14       1.96852e-08       5.16562e-01       3.63929e-01       5.16562e-01      
 9.27000e-01       1.06359e-05       2.29666e-06       5.26464e-14       2.05636e-08       5.16562e-01       3.71406e-01       5.16562e-01      
 9.36000e-01       1.08619e-05       2.39340e-06       5.27096e-14       2.14775e-08       5.16562e-01       3.78902e-01       5.16562e-01      
 9.45000e-01       1.10867e-05       2.49217e-06       5.27709e-14       2.24292e-08       5.16562e-01       3.86416e-01       5.16562e-01      
 9.54000e-01       1.13103e-05       2.59296e-06       5.28304e-14       2.34206e-08       5.16562e-01       3.93947e-01       5.16562e-01      
 9.63000e-01       1.15327e-05       2.69575e-06       5.28882e-14       2.44544e-08       5.16562e-01       4.01496e-01       5.16562e-01      
 9.72000e-01       1.17538e-05       2.80054e-06       5.29445e-14       2.55330e-08       5.16562e-01       4.09062e-01       5.16562e-01      
 9.81000e-01       1.19735e-05       2.90732e-06       5.29994e-14       2.66594e-08       5.16562e-01       4.16644e-01       5.16562e-01      
 9.90000e-01       1.21920e-05       3.01606e-06       5.30529e-14       2.78366e-08       5.16562e-01       4.24243e-01       5.16562e-01      
 9.99000e-01       1.24091e-05       3.12677e-06       5.31051e-14       2.90679e-08       5.16562e-01       4.31857e-01       5.16562e-01      
 1.00800e+00       1.26247e-05       3.23942e-06       5.31562e-14       3.03571e-08       5.16562e-01       4.39488e-01       5.16562e-01      
 1.01700e+00       1.28390e-05       3.35401e-06       5.32062e-14       3.17080e-08       5.16562e-01       4.47134e-01       5.16562e-01      
 1.02600e+00       1.30517e-05       3.47052e-06       5.32551e-14       3.31251e-08       5.16562e-01       4.54795e-01       5.16562e-01      
 1.03500e+00       1.32630e-05       3.58894e-06       5.33032e-14       3.46131e-08       5.16562e-01       4.62472e-01       5.16562e-01      
 1.04400e+00       1.34726e-05       3.70925e-06       5.33504e-14       3.61772e-08       5.16562e-01       4.70164e-01       5.16562e-01      
 1.05300e+00       1.36808e-05       3.83144e-06       5.33968e-14       3.78230e-08       5.16562e-01       4.77871e-01       5.16562e-01      
 1.06200e+00       1.38873e-05       3.95550e-06       5.34425e-14       3.95568e-08       5.16562e-01       4.85593e-01       5.16562e-01      
 1.07100e+00       1.40921e-05       4.08141e-06       5.34875e-14       4.13854e-08       5.16562e-01       4.93330e-01       5.16562e-01      
 1.08000e+00       1.42952e-05       4.20915e-06       5.35318e-14       4.33164e-08       5.16562e-01       5.01082e-01       5.16562e-01      
 1.08900e+00       1.44966e-05       4.33871e-06       5.35757e-14       4.53580e-08       5.16562e-01       5.08848e-01       5.16562e-01      
 1.09800e+00       1.46963e-05       4.47008e-06       5.36191e-14       4.75193e-08       5.16562e-01       5.16629e-01       5.16562e-01      
 1.10700e+00       1.48941e-05       4.60324e-06       5.36620e-14       4.98104e-08       5.16562e-01       5.24425e-01       5.16562e-01      
 1.11600e+00       1.50901e-05       4.73817e-06       5.37045e-14       5.22423e-08       5.16562e-01       5.32236e-01       5.16562e-01      
 1.12500e+00       1.52842e-05       4.87486e-06       5.37467e-14       5.48275e-08       5.16562e-01       5.40061e-01       5.16562e-01      
 1.13400e+00       1.54763e-05       5.01328e-06       5.37887e-14       5.75794e-08       5.16562e-01       5.47900e-01       5.16562e-01      
 1.14300e+00       1.56665e-05       5.15342e-06       5.38304e-14       6.05132e-08       5.16562e-01       5.55755e-01       5.16562e-01      
 1.15200e+00       1.58546e-05       5.29527e-06       5.38720e-14       6.36456e-08       5.16562e-01       5.63624e-01       5.16562e-01      
 1.16100e+00       1.60407e-05       5.43880e-06       5.39134e-14       6.69953e-08       5.16562e-01       5.71508e-01       5.16562e-01      
