
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd    getData("M0:vt

 0.00000e+00       5.80701e-11       1.94735e-12       6.61992e-16       9.01540e-13       5.75262e-01       5.53873e-02       5.75262e-01      
 9.00000e-03       7.61688e-11       2.54774e-12       6.61272e-16       1.18257e-12       5.75262e-01       5.53873e-02       5.75262e-01      
 1.80000e-02       9.99059e-11       3.33526e-12       6.60568e-16       1.55117e-12       5.75262e-01       5.53873e-02       5.75262e-01      
 2.70000e-02       1.31036e-10       4.36818e-12       6.59879e-16       2.03462e-12       5.75262e-01       5.53874e-02       5.75262e-01      
 3.60000e-02       1.71861e-10       5.72293e-12       6.59205e-16       2.66867e-12       5.75262e-01       5.53874e-02       5.75262e-01      
 4.50000e-02       2.25397e-10       7.49972e-12       6.58545e-16       3.50021e-12       5.75262e-01       5.53874e-02       5.75262e-01      
 5.40000e-02       2.95596e-10       9.82995e-12       6.57900e-16       4.59069e-12       5.75262e-01       5.53875e-02       5.75262e-01      
 6.30000e-02       3.87639e-10       1.28858e-11       6.57270e-16       6.02066e-12       5.75262e-01       5.53875e-02       5.75262e-01      
 7.20000e-02       5.08312e-10       1.68931e-11       6.56657e-16       7.89571e-12       5.75262e-01       5.53876e-02       5.75262e-01      
 8.10000e-02       6.66507e-10       2.21477e-11       6.56061e-16       1.03542e-11       5.75262e-01       5.53877e-02       5.75262e-01      
 9.00000e-02       8.73865e-10       2.90374e-11       6.55486e-16       1.35773e-11       5.75262e-01       5.53878e-02       5.75262e-01      
 9.90000e-02       1.14563e-09       3.80701e-11       6.54933e-16       1.78025e-11       5.75262e-01       5.53880e-02       5.75262e-01      
 1.08000e-01       1.50176e-09       4.99113e-11       6.54407e-16       2.33407e-11       5.75262e-01       5.53882e-02       5.75262e-01      
 1.17000e-01       1.96836e-09       6.54324e-11       6.53912e-16       3.05989e-11       5.75262e-01       5.53885e-02       5.75262e-01      
 1.26000e-01       2.57958e-09       8.57746e-11       6.53454e-16       4.01099e-11       5.75262e-01       5.53889e-02       5.75262e-01      
 1.35000e-01       3.38004e-09       1.12431e-10       6.53039e-16       5.25706e-11       5.75262e-01       5.53894e-02       5.75262e-01      
 1.44000e-01       4.42806e-09       1.47356e-10       6.52676e-16       6.88924e-11       5.75262e-01       5.53900e-02       5.75262e-01      
 1.53000e-01       5.79977e-09       1.93105e-10       6.52374e-16       9.02666e-11       5.75262e-01       5.53908e-02       5.75262e-01      
