
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd    getData("M0:vt

 0.00000e+00       4.53008e-12       1.61972e-13       3.49000e-15       1.06062e-14       5.28513e-01       4.18074e-02       5.28513e-01      
 9.00000e-03       6.05430e-12       2.09270e-13       3.47562e-15       1.41760e-14       5.28513e-01       4.18074e-02       5.28513e-01      
 1.80000e-02       8.09108e-12       2.72482e-13       3.46169e-15       1.89468e-14       5.28513e-01       4.18074e-02       5.28513e-01      
 2.70000e-02       1.08126e-11       3.56958e-13       3.44823e-15       2.53224e-14       5.28513e-01       4.18075e-02       5.28513e-01      
 3.60000e-02       1.44488e-11       4.69845e-13       3.43523e-15       3.38423e-14       5.28513e-01       4.18075e-02       5.28513e-01      
 4.50000e-02       1.93066e-11       6.20691e-13       3.42272e-15       4.52271e-14       5.28513e-01       4.18075e-02       5.28513e-01      
 5.40000e-02       2.57960e-11       8.22246e-13       3.41071e-15       6.04389e-14       5.28513e-01       4.18076e-02       5.28513e-01      
 6.30000e-02       3.44639e-11       1.09154e-12       3.39924e-15       8.07630e-14       5.28513e-01       4.18077e-02       5.28513e-01      
 7.20000e-02       4.60400e-11       1.45130e-12       3.38835e-15       1.07915e-13       5.28513e-01       4.18078e-02       5.28513e-01      
 8.10000e-02       6.14977e-11       1.93187e-12       3.37807e-15       1.44185e-13       5.28513e-01       4.18079e-02       5.28513e-01      
 9.00000e-02       8.21347e-11       2.57375e-12       3.36848e-15       1.92628e-13       5.28513e-01       4.18081e-02       5.28513e-01      
 9.90000e-02       1.09681e-10       3.43096e-12       3.35964e-15       2.57323e-13       5.28513e-01       4.18084e-02       5.28513e-01      
 1.08000e-01       1.46439e-10       4.57556e-12       3.35164e-15       3.43706e-13       5.28513e-01       4.18087e-02       5.28513e-01      
 1.17000e-01       1.95477e-10       6.10361e-12       3.34462e-15       4.59027e-13       5.28513e-01       4.18092e-02       5.28513e-01      
 1.26000e-01       2.60872e-10       8.14309e-12       3.33870e-15       6.12942e-13       5.28513e-01       4.18098e-02       5.28513e-01      
 1.35000e-01       3.48047e-10       1.08645e-11       3.33406e-15       8.18315e-13       5.28513e-01       4.18106e-02       5.28513e-01      
 1.44000e-01       4.64198e-10       1.44946e-11       3.33090e-15       1.09226e-12       5.28513e-01       4.18117e-02       5.28513e-01      
 1.53000e-01       6.18868e-10       1.93353e-11       3.32948e-15       1.45754e-12       5.28513e-01       4.18132e-02       5.28513e-01      
 1.62000e-01       8.24645e-10       2.57871e-11       3.32995e-15       1.94438e-12       5.28513e-01       4.18151e-02       5.28513e-01      
 1.71000e-01       1.09823e-09       3.43818e-11       3.33279e-15       2.59286e-12       5.28513e-01       4.18177e-02       5.28513e-01      
 1.80000e-01       1.46161e-09       4.58239e-11       3.33845e-15       3.45611e-12       5.28513e-01       4.18211e-02       5.28513e-01      
 1.89000e-01       1.94377e-09       6.10462e-11       3.34742e-15       4.60440e-12       5.28513e-01       4.18257e-02       5.28513e-01      
 1.98000e-01       2.58267e-09       8.12808e-11       3.36027e-15       6.13055e-12       5.28513e-01       4.18318e-02       5.28513e-01      
 2.07000e-01       3.42802e-09       1.08152e-10       3.37765e-15       8.15680e-12       5.28513e-01       4.18399e-02       5.28513e-01      
 2.16000e-01       4.54457e-09       1.43797e-10       3.40029e-15       1.08438e-11       5.28513e-01       4.18506e-02       5.28513e-01      
 2.25000e-01       6.01631e-09       1.91018e-10       3.42901e-15       1.44021e-11       5.28513e-01       4.18648e-02       5.28513e-01      
 2.34000e-01       7.95167e-09       2.53478e-10       3.46470e-15       1.91064e-11       5.28513e-01       4.18835e-02       5.28513e-01      
 2.43000e-01       1.04897e-08       3.35952e-10       3.50833e-15       2.53137e-11       5.28513e-01       4.19082e-02       5.28513e-01      
 2.52000e-01       1.38077e-08       4.44628e-10       3.56089e-15       3.34858e-11       5.28513e-01       4.19407e-02       5.28513e-01      
 2.61000e-01       1.81296e-08       5.87496e-10       3.62343e-15       4.42165e-11       5.28513e-01       4.19834e-02       5.28513e-01      
 2.70000e-01       2.37359e-08       7.74807e-10       3.69696e-15       5.82637e-11       5.28513e-01       4.20392e-02       5.28513e-01      
 2.79000e-01       3.09744e-08       1.01963e-09       3.78248e-15       7.65874e-11       5.28513e-01       4.21120e-02       5.28513e-01      
 2.88000e-01       4.02711e-08       1.33851e-09       3.88089e-15       1.00392e-10       5.28513e-01       4.22064e-02       5.28513e-01      
 2.97000e-01       5.21412e-08       1.75222e-09       3.99298e-15       1.31174e-10       5.28513e-01       4.23283e-02       5.28513e-01      
 3.06000e-01       6.71984e-08       2.28660e-09       4.11939e-15       1.70765e-10       5.28513e-01       4.24848e-02       5.28513e-01      
 3.15000e-01       8.61624e-08       2.97350e-09       4.26057e-15       2.21382e-10       5.28513e-01       4.26843e-02       5.28513e-01      
 3.24000e-01       1.09862e-07       3.85172e-09       4.41677e-15       2.85659e-10       5.28513e-01       4.29369e-02       5.28513e-01      
 3.33000e-01       1.39234e-07       4.96802e-09       4.58798e-15       3.66674e-10       5.28513e-01       4.32540e-02       5.28513e-01      
 3.42000e-01       1.75314e-07       6.37805e-09       4.77397e-15       4.67947e-10       5.28513e-01       4.36484e-02       5.28513e-01      
 3.51000e-01       2.19225e-07       8.14717e-09       4.97423e-15       5.93416e-10       5.28513e-01       4.41341e-02       5.28513e-01      
 3.60000e-01       2.72153e-07       1.03511e-08       5.18801e-15       7.47381e-10       5.28513e-01       4.47258e-02       5.28513e-01      
 3.69000e-01       3.35317e-07       1.30766e-08       5.41435e-15       9.34411e-10       5.28513e-01       4.54384e-02       5.28513e-01      
 3.78000e-01       4.09944e-07       1.64212e-08       5.65204e-15       1.15923e-09       5.28513e-01       4.62864e-02       5.28513e-01      
 3.87000e-01       4.97232e-07       2.04936e-08       5.89970e-15       1.42657e-09       5.28513e-01       4.72833e-02       5.28513e-01      
 3.96000e-01       5.98328e-07       2.54128e-08       6.15577e-15       1.74107e-09       5.28513e-01       4.84408e-02       5.28513e-01      
 4.05000e-01       7.14315e-07       3.13082e-08       6.41859e-15       2.10712e-09       5.28513e-01       4.97686e-02       5.28513e-01      
 4.14000e-01       8.46219e-07       3.83183e-08       6.68641e-15       2.52877e-09       5.28513e-01       5.12740e-02       5.28513e-01      
 4.23000e-01       9.95032e-07       4.65909e-08       6.95746e-15       3.00975e-09       5.28513e-01       5.29620e-02       5.28513e-01      
 4.32000e-01       1.16176e-06       5.62826e-08       7.22995e-15       3.55341e-09       5.28513e-01       5.48356e-02       5.28513e-01      
 4.41000e-01       1.34746e-06       6.75594e-08       7.50214e-15       4.16280e-09       5.28513e-01       5.68958e-02       5.28513e-01      
 4.50000e-01       1.55331e-06       8.05973e-08       7.77238e-15       4.84078e-09       5.28513e-01       5.91426e-02       5.28513e-01      
 4.59000e-01       1.78062e-06       9.55833e-08       8.03914e-15       5.59005e-09       5.28513e-01       6.15753e-02       5.28513e-01      
 4.68000e-01       2.03085e-06       1.12717e-07       8.30100e-15       6.41333e-09       5.28513e-01       6.41926e-02       5.28513e-01      
 4.77000e-01       2.30560e-06       1.32212e-07       8.55673e-15       7.31337e-09       5.28513e-01       6.69934e-02       5.28513e-01      
 4.86000e-01       2.60658e-06       1.54297e-07       8.80523e-15       8.29302e-09       5.28513e-01       6.99769e-02       5.28513e-01      
 4.95000e-01       2.93552e-06       1.79214e-07       9.04562e-15       9.35528e-09       5.28513e-01       7.31422e-02       5.28513e-01      
 5.04000e-01       3.29415e-06       2.07225e-07       9.27717e-15       1.05033e-08       5.28513e-01       7.64887e-02       5.28513e-01      
 5.13000e-01       3.68408e-06       2.38603e-07       9.49931e-15       1.17403e-08       5.28513e-01       8.00162e-02       5.28513e-01      
 5.22000e-01       4.10677e-06       2.73637e-07       9.71165e-15       1.30696e-08       5.28513e-01       8.37241e-02       5.28513e-01      
 5.31000e-01       4.56344e-06       3.12627e-07       9.91396e-15       1.44946e-08       5.28513e-01       8.76119e-02       5.28513e-01      
 5.40000e-01       5.05502e-06       3.55884e-07       1.01061e-14       1.60186e-08       5.28513e-01       9.16785e-02       5.28513e-01      
 5.49000e-01       5.58214e-06       4.03724e-07       1.02881e-14       1.76449e-08       5.28513e-01       9.59225e-02       5.28513e-01      
 5.58000e-01       6.14506e-06       4.56469e-07       1.04601e-14       1.93766e-08       5.28513e-01       1.00342e-01       5.28513e-01      
 5.67000e-01       6.74368e-06       5.14442e-07       1.06223e-14       2.12168e-08       5.28513e-01       1.04934e-01       5.28513e-01      
 5.76000e-01       7.37757e-06       5.77962e-07       1.07749e-14       2.31684e-08       5.28513e-01       1.09696e-01       5.28513e-01      
 5.85000e-01       8.04593e-06       6.47342e-07       1.09182e-14       2.52339e-08       5.28513e-01       1.14624e-01       5.28513e-01      
 5.94000e-01       8.74765e-06       7.22888e-07       1.10527e-14       2.74160e-08       5.28513e-01       1.19712e-01       5.28513e-01      
 6.03000e-01       9.48134e-06       8.04896e-07       1.11787e-14       2.97170e-08       5.28513e-01       1.24957e-01       5.28513e-01      
 6.12000e-01       1.02454e-05       8.93644e-07       1.12967e-14       3.21389e-08       5.28513e-01       1.30353e-01       5.28513e-01      
