
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd    getData("M0:vt

 0.00000e+00       3.62087e-12       1.33382e-13       4.36029e-15       6.95946e-15       5.25422e-01       4.13269e-02       5.25422e-01      
 9.00000e-03       4.84399e-12       1.71207e-13       4.34177e-15       9.31112e-15       5.25422e-01       4.13269e-02       5.25422e-01      
 1.80000e-02       6.48003e-12       2.21809e-13       4.32385e-15       1.24571e-14       5.25422e-01       4.13269e-02       5.25422e-01      
 2.70000e-02       8.66825e-12       2.89499e-13       4.30653e-15       1.66655e-14       5.25422e-01       4.13270e-02       5.25422e-01      
 3.60000e-02       1.15948e-11       3.80046e-13       4.28983e-15       2.22949e-14       5.25422e-01       4.13270e-02       5.25422e-01      
 4.50000e-02       1.55084e-11       5.01159e-13       4.27377e-15       2.98246e-14       5.25422e-01       4.13271e-02       5.25422e-01      
 5.40000e-02       2.07416e-11       6.63145e-13       4.25837e-15       3.98955e-14       5.25422e-01       4.13271e-02       5.25422e-01      
 6.30000e-02       2.77383e-11       8.79783e-13       4.24368e-15       5.33641e-14       5.25422e-01       4.13272e-02       5.25422e-01      
 7.20000e-02       3.70917e-11       1.16949e-12       4.22975e-15       7.13751e-14       5.25422e-01       4.13273e-02       5.25422e-01      
 8.10000e-02       4.95934e-11       1.55685e-12       4.21665e-15       9.54579e-14       5.25422e-01       4.13275e-02       5.25422e-01      
 9.00000e-02       6.62999e-11       2.07475e-12       4.20444e-15       1.27655e-13       5.25422e-01       4.13277e-02       5.25422e-01      
 9.90000e-02       8.86206e-11       2.76705e-12       4.19325e-15       1.70696e-13       5.25422e-01       4.13279e-02       5.25422e-01      
 1.08000e-01       1.18434e-10       3.69233e-12       4.18319e-15       2.28220e-13       5.25422e-01       4.13283e-02       5.25422e-01      
 1.17000e-01       1.58244e-10       4.92877e-12       4.17442e-15       3.05087e-13       5.25422e-01       4.13288e-02       5.25422e-01      
 1.26000e-01       2.11381e-10       6.58060e-12       4.16714e-15       4.07776e-13       5.25422e-01       4.13294e-02       5.25422e-01      
 1.35000e-01       2.82278e-10       8.78676e-12       4.16158e-15       5.44924e-13       5.25422e-01       4.13303e-02       5.25422e-01      
 1.44000e-01       3.76823e-10       1.17324e-11       4.15801e-15       7.28033e-13       5.25422e-01       4.13314e-02       5.25422e-01      
 1.53000e-01       5.02829e-10       1.56637e-11       4.15679e-15       9.72411e-13       5.25422e-01       4.13330e-02       5.25422e-01      
 1.62000e-01       6.70603e-10       2.09082e-11       4.15810e-15       1.29840e-12       5.25422e-01       4.13350e-02       5.25422e-01      
 1.71000e-01       8.93833e-10       2.79005e-11       4.16263e-15       1.73299e-12       5.25422e-01       4.13378e-02       5.25422e-01      
 1.80000e-01       1.19056e-09       3.72171e-11       4.17096e-15       2.31199e-12       5.25422e-01       4.13414e-02       5.25422e-01      
