
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.91480e-11       1.06801e-12       1.97099e-15       1.34893e-13       5.82493e-01       4.96561e-02      
 9.00000e-03       3.85058e-11       1.36481e-12       1.96603e-15       1.78207e-13       5.82493e-01       4.96561e-02      
 1.80000e-02       5.08667e-11       1.75943e-12       1.96118e-15       2.35425e-13       5.82493e-01       4.96561e-02      
 2.70000e-02       6.71943e-11       2.28298e-12       1.95645e-15       3.11010e-13       5.82493e-01       4.96561e-02      
 3.60000e-02       8.87605e-11       2.97660e-12       1.95183e-15       4.10856e-13       5.82493e-01       4.96561e-02      
 4.50000e-02       1.17245e-10       3.89464e-12       1.94731e-15       5.42744e-13       5.82493e-01       4.96562e-02      
 5.40000e-02       1.54865e-10       5.10887e-12       1.94291e-15       7.16952e-13       5.82493e-01       4.96562e-02      
 6.30000e-02       2.04549e-10       6.71411e-12       1.93861e-15       9.47051e-13       5.82493e-01       4.96562e-02      
 7.20000e-02       2.70159e-10       8.83556e-12       1.93443e-15       1.25096e-12       5.82493e-01       4.96562e-02      
 8.10000e-02       3.56797e-10       1.16385e-11       1.93036e-15       1.65234e-12       5.82493e-01       4.96563e-02      
 9.00000e-02       4.71189e-10       1.53413e-11       1.92642e-15       2.18240e-12       5.82493e-01       4.96564e-02      
 9.90000e-02       6.22214e-10       2.02318e-11       1.92261e-15       2.88238e-12       5.82493e-01       4.96564e-02      
 1.08000e-01       8.21580e-10       2.66904e-11       1.91894e-15       3.80666e-12       5.82493e-01       4.96566e-02      
 1.17000e-01       1.08472e-09       3.52187e-11       1.91542e-15       5.02700e-12       5.82493e-01       4.96567e-02      
 1.26000e-01       1.43199e-09       4.64784e-11       1.91208e-15       6.63806e-12       5.82493e-01       4.96569e-02      
 1.35000e-01       1.89021e-09       6.13424e-11       1.90894e-15       8.76470e-12       5.82493e-01       4.96572e-02      
 1.44000e-01       2.49467e-09       8.09617e-11       1.90602e-15       1.15715e-11       5.82493e-01       4.96575e-02      
 1.53000e-01       3.29188e-09       1.06853e-10       1.90335e-15       1.52754e-11       5.82493e-01       4.96580e-02      
 1.62000e-01       4.34299e-09       1.41015e-10       1.90098e-15       2.01622e-11       5.82493e-01       4.96586e-02      
 1.71000e-01       5.72839e-09       1.86081e-10       1.89895e-15       2.66081e-11       5.82493e-01       4.96593e-02      
 1.80000e-01       7.55351e-09       2.45514e-10       1.89729e-15       3.51083e-11       5.82493e-01       4.96604e-02      
