
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.80914e-11       1.02310e-12       1.78444e-15       1.30547e-13       5.81408e-01       4.96433e-02      
 9.00000e-03       3.70974e-11       1.30944e-12       1.77996e-15       1.72407e-13       5.81408e-01       4.96433e-02      
 1.80000e-02       4.89899e-11       1.68986e-12       1.77559e-15       2.27688e-13       5.81408e-01       4.96433e-02      
 2.70000e-02       6.46932e-11       2.19427e-12       1.77132e-15       3.00688e-13       5.81408e-01       4.96433e-02      
 3.60000e-02       8.54278e-11       2.86220e-12       1.76715e-15       3.97086e-13       5.81408e-01       4.96433e-02      
 4.50000e-02       1.12805e-10       3.74582e-12       1.76308e-15       5.24378e-13       5.81408e-01       4.96433e-02      
 5.40000e-02       1.48950e-10       4.91404e-12       1.75911e-15       6.92458e-13       5.81408e-01       4.96433e-02      
 6.30000e-02       1.96668e-10       6.45785e-12       1.75524e-15       9.14388e-13       5.81408e-01       4.96434e-02      
 7.20000e-02       2.59663e-10       8.49735e-12       1.75147e-15       1.20741e-12       5.81408e-01       4.96434e-02      
 8.10000e-02       3.42816e-10       1.11911e-11       1.74780e-15       1.59427e-12       5.81408e-01       4.96435e-02      
 9.00000e-02       4.52571e-10       1.47482e-11       1.74425e-15       2.10499e-12       5.81408e-01       4.96435e-02      
 9.90000e-02       5.97421e-10       1.94447e-11       1.74082e-15       2.77919e-12       5.81408e-01       4.96436e-02      
 1.08000e-01       7.88567e-10       2.56449e-11       1.73752e-15       3.66911e-12       5.81408e-01       4.96437e-02      
 1.17000e-01       1.04077e-09       3.38290e-11       1.73436e-15       4.84369e-12       5.81408e-01       4.96439e-02      
 1.26000e-01       1.37348e-09       4.46306e-11       1.73136e-15       6.39379e-12       5.81408e-01       4.96441e-02      
 1.35000e-01       1.81232e-09       5.88847e-11       1.72855e-15       8.43922e-12       5.81408e-01       4.96444e-02      
 1.44000e-01       2.39101e-09       7.76920e-11       1.72594e-15       1.11379e-11       5.81408e-01       4.96447e-02      
 1.53000e-01       3.15392e-09       1.02503e-10       1.72356e-15       1.46977e-11       5.81408e-01       4.96452e-02      
 1.62000e-01       4.15942e-09       1.35227e-10       1.72146e-15       1.93927e-11       5.81408e-01       4.96459e-02      
 1.71000e-01       5.48417e-09       1.78379e-10       1.71967e-15       2.55832e-11       5.81408e-01       4.96467e-02      
