
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.60879e-11       9.18617e-13       1.03828e-15       1.24952e-13       5.73194e-01       4.95492e-02      
 9.00000e-03       3.43651e-11       1.18602e-12       1.03574e-15       1.64606e-13       5.73194e-01       4.95492e-02      
 1.80000e-02       4.52673e-11       1.53958e-12       1.03327e-15       2.16840e-13       5.73194e-01       4.95492e-02      
 2.70000e-02       5.96265e-11       2.00649e-12       1.03085e-15       2.85644e-13       5.73194e-01       4.95492e-02      
 3.60000e-02       7.85381e-11       2.62256e-12       1.02849e-15       3.76271e-13       5.73194e-01       4.95492e-02      
 4.50000e-02       1.03444e-10       3.43496e-12       1.02620e-15       4.95638e-13       5.73194e-01       4.95493e-02      
 5.40000e-02       1.36242e-10       4.50580e-12       1.02395e-15       6.52854e-13       5.73194e-01       4.95493e-02      
 6.30000e-02       1.79430e-10       5.91687e-12       1.02177e-15       8.59910e-13       5.73194e-01       4.95493e-02      
 7.20000e-02       2.36294e-10       7.77585e-12       1.01966e-15       1.13259e-12       5.73194e-01       4.95494e-02      
 8.10000e-02       3.11159e-10       1.02245e-11       1.01761e-15       1.49167e-12       5.73194e-01       4.95495e-02      
 9.00000e-02       4.09712e-10       1.34493e-11       1.01563e-15       1.96449e-12       5.73194e-01       4.95496e-02      
 9.90000e-02       5.39432e-10       1.76958e-11       1.01372e-15       2.58703e-12       5.73194e-01       4.95497e-02      
 1.08000e-01       7.10148e-10       2.32869e-11       1.01190e-15       3.40660e-12       5.73194e-01       4.95499e-02      
 1.17000e-01       9.34778e-10       3.06473e-11       1.01018e-15       4.48545e-12       5.73194e-01       4.95502e-02      
 1.26000e-01       1.23029e-09       4.03355e-11       1.00856e-15       5.90541e-12       5.73194e-01       4.95505e-02      
 1.35000e-01       1.61896e-09       5.30856e-11       1.00707e-15       7.77403e-12       5.73194e-01       4.95509e-02      
 1.44000e-01       2.13001e-09       6.98624e-11       1.00572e-15       1.02326e-11       5.73194e-01       4.95515e-02      
 1.53000e-01       2.80177e-09       9.19328e-11       1.00452e-15       1.34668e-11       5.73194e-01       4.95522e-02      
 1.62000e-01       3.68444e-09       1.20960e-10       1.00352e-15       1.77200e-11       5.73194e-01       4.95532e-02      
 1.71000e-01       4.84357e-09       1.59126e-10       1.00272e-15       2.33119e-11       5.73194e-01       4.95545e-02      
 1.80000e-01       6.36487e-09       2.09289e-10       1.00217e-15       3.06606e-11       5.73194e-01       4.95561e-02      
 1.89000e-01       8.36045e-09       2.75193e-10       1.00191e-15       4.03142e-11       5.73194e-01       4.95583e-02      
 1.98000e-01       1.09763e-08       3.61738e-10       1.00202e-15       5.29893e-11       5.73194e-01       4.95612e-02      
 2.07000e-01       1.44025e-08       4.75329e-10       1.00255e-15       6.96223e-11       5.73194e-01       4.95650e-02      
 2.16000e-01       1.88856e-08       6.24327e-10       1.00357e-15       9.14346e-11       5.73194e-01       4.95700e-02      
 2.25000e-01       2.47453e-08       8.19628e-10       1.00517e-15       1.20017e-10       5.73194e-01       4.95765e-02      
 2.34000e-01       3.23944e-08       1.07541e-09       1.00744e-15       1.57437e-10       5.73194e-01       4.95850e-02      
 2.43000e-01       4.23643e-08       1.41008e-09       1.01050e-15       2.06377e-10       5.73194e-01       4.95962e-02      
 2.52000e-01       5.53369e-08       1.84749e-09       1.01446e-15       2.70304e-10       5.73194e-01       4.96107e-02      
 2.61000e-01       7.21826e-08       2.41844e-09       1.01945e-15       3.53690e-10       5.73194e-01       4.96297e-02      
 2.70000e-01       9.40076e-08       3.16259e-09       1.02562e-15       4.62277e-10       5.73194e-01       4.96545e-02      
 2.79000e-01       1.22209e-07       4.13084e-09       1.03312e-15       6.03411e-10       5.73194e-01       4.96867e-02      
 2.88000e-01       1.58538e-07       5.38822e-09       1.04211e-15       7.86436e-10       5.73194e-01       4.97284e-02      
 2.97000e-01       2.05177e-07       7.01740e-09       1.05275e-15       1.02317e-09       5.73194e-01       4.97824e-02      
 3.06000e-01       2.64814e-07       9.12291e-09       1.06520e-15       1.32847e-09       5.73194e-01       4.98520e-02      
 3.15000e-01       3.40735e-07       1.18361e-08       1.07962e-15       1.72084e-09       5.73194e-01       4.99416e-02      
 3.24000e-01       4.36901e-07       1.53211e-08       1.09614e-15       2.22311e-09       5.73194e-01       5.00562e-02      
 3.33000e-01       5.58034e-07       1.97806e-08       1.11489e-15       2.86319e-09       5.73194e-01       5.02022e-02      
 3.42000e-01       7.09673e-07       2.54641e-08       1.13597e-15       3.67473e-09       5.73194e-01       5.03873e-02      
 3.51000e-01       8.98214e-07       3.26742e-08       1.15946e-15       4.69774e-09       5.73194e-01       5.06207e-02      
 3.60000e-01       1.13091e-06       4.17754e-08       1.18541e-15       5.97904e-09       5.73194e-01       5.09127e-02      
 3.69000e-01       1.41581e-06       5.32010e-08       1.21382e-15       7.57238e-09       5.73194e-01       5.12757e-02      
 3.78000e-01       1.76166e-06       6.74602e-08       1.24468e-15       9.53820e-09       5.73194e-01       5.17230e-02      
 3.87000e-01       2.17774e-06       8.51431e-08       1.27793e-15       1.19429e-08       5.73194e-01       5.22695e-02      
 3.96000e-01       2.67360e-06       1.06925e-07       1.31346e-15       1.48574e-08       5.73194e-01       5.29307e-02      
 4.05000e-01       3.25881e-06       1.33568e-07       1.35114e-15       1.83555e-08       5.73194e-01       5.37223e-02      
 4.14000e-01       3.94261e-06       1.65919e-07       1.39082e-15       2.25112e-08       5.73194e-01       5.46602e-02      
 4.23000e-01       4.73366e-06       2.04904e-07       1.43229e-15       2.73963e-08       5.73194e-01       5.57589e-02      
 4.32000e-01       5.63973e-06       2.51525e-07       1.47534e-15       3.30779e-08       5.73194e-01       5.70315e-02      
 4.41000e-01       6.66759e-06       3.06850e-07       1.51971e-15       3.96158e-08       5.73194e-01       5.84891e-02      
 4.50000e-01       7.82300e-06       3.72001e-07       1.56515e-15       4.70610e-08       5.73194e-01       6.01401e-02      
 4.59000e-01       9.11087e-06       4.48150e-07       1.61139e-15       5.54553e-08       5.73194e-01       6.19905e-02      
 4.68000e-01       1.05356e-05       5.36508e-07       1.65814e-15       6.48309e-08       5.73194e-01       6.40435e-02      
 4.77000e-01       1.21014e-05       6.38328e-07       1.70514e-15       7.52119e-08       5.73194e-01       6.63003e-02      
 4.86000e-01       1.38129e-05       7.54899e-07       1.75210e-15       8.66158e-08       5.73194e-01       6.87602e-02      
 4.95000e-01       1.56753e-05       8.87557e-07       1.79878e-15       9.90554e-08       5.73194e-01       7.14210e-02      
 5.04000e-01       1.76948e-05       1.03769e-06       1.84493e-15       1.12541e-07       5.73194e-01       7.42799e-02      
 5.13000e-01       1.98785e-05       1.20673e-06       1.89033e-15       1.27082e-07       5.73194e-01       7.73335e-02      
 5.22000e-01       2.22341e-05       1.39621e-06       1.93478e-15       1.42687e-07       5.73194e-01       8.05783e-02      
 5.31000e-01       2.47701e-05       1.60770e-06       1.97810e-15       1.59369e-07       5.73194e-01       8.40111e-02      
 5.40000e-01       2.74948e-05       1.84286e-06       2.02014e-15       1.77138e-07       5.73194e-01       8.76286e-02      
 5.49000e-01       3.04159e-05       2.10343e-06       2.06078e-15       1.96009e-07       5.73194e-01       9.14277e-02      
 5.58000e-01       3.35403e-05       2.39122e-06       2.09991e-15       2.15996e-07       5.73194e-01       9.54056e-02      
 5.67000e-01       3.68735e-05       2.70806e-06       2.13748e-15       2.37114e-07       5.73194e-01       9.95591e-02      
 5.76000e-01       4.04189e-05       3.05587e-06       2.17341e-15       2.59376e-07       5.73194e-01       1.03885e-01      
 5.85000e-01       4.41781e-05       3.43655e-06       2.20769e-15       2.82796e-07       5.73194e-01       1.08380e-01      
 5.94000e-01       4.81500e-05       3.85203e-06       2.24030e-15       3.07385e-07       5.73194e-01       1.13040e-01      
 6.03000e-01       5.23313e-05       4.30422e-06       2.27125e-15       3.33151e-07       5.73194e-01       1.17861e-01      
 6.12000e-01       5.67163e-05       4.79496e-06       2.30057e-15       3.60098e-07       5.73194e-01       1.22838e-01      
 6.21000e-01       6.12969e-05       5.32606e-06       2.32827e-15       3.88228e-07       5.73194e-01       1.27965e-01      
 6.30000e-01       6.60628e-05       5.89923e-06       2.35441e-15       4.17541e-07       5.73194e-01       1.33237e-01      
 6.39000e-01       7.10019e-05       6.51609e-06       2.37904e-15       4.48029e-07       5.73194e-01       1.38647e-01      
 6.48000e-01       7.61004e-05       7.17813e-06       2.40222e-15       4.79683e-07       5.73194e-01       1.44187e-01      
 6.57000e-01       8.13434e-05       7.88673e-06       2.42400e-15       5.12493e-07       5.73194e-01       1.49852e-01      
 6.66000e-01       8.67148e-05       8.64310e-06       2.44446e-15       5.46440e-07       5.73194e-01       1.55632e-01      
 6.75000e-01       9.21979e-05       9.44833e-06       2.46365e-15       5.81508e-07       5.73194e-01       1.61520e-01      
 6.84000e-01       9.77759e-05       1.03033e-05       2.48165e-15       6.17674e-07       5.73194e-01       1.67509e-01      
 6.93000e-01       1.03432e-04       1.12089e-05       2.49853e-15       6.54917e-07       5.73194e-01       1.73590e-01      
 7.02000e-01       1.09149e-04       1.21657e-05       2.51435e-15       6.93211e-07       5.73194e-01       1.79755e-01      
 7.11000e-01       1.14911e-04       1.31741e-05       2.52917e-15       7.32529e-07       5.73194e-01       1.85996e-01      
 7.20000e-01       1.20703e-04       1.42346e-05       2.54306e-15       7.72846e-07       5.73194e-01       1.92306e-01      
 7.29000e-01       1.26509e-04       1.53472e-05       2.55609e-15       8.14134e-07       5.73194e-01       1.98677e-01      
 7.38000e-01       1.32318e-04       1.65121e-05       2.56830e-15       8.56364e-07       5.73194e-01       2.05101e-01      
 7.47000e-01       1.38114e-04       1.77292e-05       2.57975e-15       8.99508e-07       5.73194e-01       2.11573e-01      
 7.56000e-01       1.43888e-04       1.89984e-05       2.59050e-15       9.43540e-07       5.73194e-01       2.18085e-01      
 7.65000e-01       1.49628e-04       2.03194e-05       2.60059e-15       9.88431e-07       5.73194e-01       2.24632e-01      
 7.74000e-01       1.55326e-04       2.16919e-05       2.61008e-15       1.03415e-06       5.73194e-01       2.31207e-01      
 7.83000e-01       1.60973e-04       2.31154e-05       2.61900e-15       1.08069e-06       5.73194e-01       2.37805e-01      
 7.92000e-01       1.66561e-04       2.45895e-05       2.62740e-15       1.12800e-06       5.73194e-01       2.44421e-01      
 8.01000e-01       1.72085e-04       2.61135e-05       2.63531e-15       1.17607e-06       5.73194e-01       2.51051e-01      
 8.10000e-01       1.77539e-04       2.76870e-05       2.64277e-15       1.22488e-06       5.73194e-01       2.57690e-01      
 8.19000e-01       1.82919e-04       2.93092e-05       2.64981e-15       1.27439e-06       5.73194e-01       2.64334e-01      
 8.28000e-01       1.88220e-04       3.09795e-05       2.65647e-15       1.32461e-06       5.73194e-01       2.70979e-01      
 8.37000e-01       1.93439e-04       3.26971e-05       2.66276e-15       1.37549e-06       5.73194e-01       2.77623e-01      
 8.46000e-01       1.98575e-04       3.44613e-05       2.66873e-15       1.42702e-06       5.73194e-01       2.84262e-01      
 8.55000e-01       2.03624e-04       3.62713e-05       2.67439e-15       1.47920e-06       5.73194e-01       2.90894e-01      
 8.64000e-01       2.08586e-04       3.81264e-05       2.67976e-15       1.53199e-06       5.73194e-01       2.97516e-01      
 8.73000e-01       2.13460e-04       4.00257e-05       2.68487e-15       1.58538e-06       5.73194e-01       3.04126e-01      
 8.82000e-01       2.18244e-04       4.19684e-05       2.68973e-15       1.63936e-06       5.73194e-01       3.10723e-01      
 8.91000e-01       2.22939e-04       4.39538e-05       2.69437e-15       1.69392e-06       5.73194e-01       3.17304e-01      
 9.00000e-01       2.27545e-04       4.59811e-05       2.69879e-15       1.74904e-06       5.73194e-01       3.23868e-01      
 9.09000e-01       2.32061e-04       4.80494e-05       2.70302e-15       1.80472e-06       5.73194e-01       3.30413e-01      
 9.18000e-01       2.36488e-04       5.01579e-05       2.70707e-15       1.86093e-06       5.73194e-01       3.36940e-01      
 9.27000e-01       2.40827e-04       5.23059e-05       2.71094e-15       1.91767e-06       5.73194e-01       3.43446e-01      
 9.36000e-01       2.45078e-04       5.44925e-05       2.71466e-15       1.97493e-06       5.73194e-01       3.49930e-01      
 9.45000e-01       2.49243e-04       5.67170e-05       2.71824e-15       2.03270e-06       5.73194e-01       3.56393e-01      
 9.54000e-01       2.53321e-04       5.89785e-05       2.72167e-15       2.09098e-06       5.73194e-01       3.62833e-01      
 9.63000e-01       2.57314e-04       6.12764e-05       2.72498e-15       2.14975e-06       5.73194e-01       3.69250e-01      
 9.72000e-01       2.61223e-04       6.36098e-05       2.72817e-15       2.20902e-06       5.73194e-01       3.75643e-01      
 9.81000e-01       2.65050e-04       6.59781e-05       2.73126e-15       2.26876e-06       5.73194e-01       3.82013e-01      
 9.90000e-01       2.68794e-04       6.83803e-05       2.73423e-15       2.32899e-06       5.73194e-01       3.88359e-01      
 9.99000e-01       2.72458e-04       7.08160e-05       2.73711e-15       2.38969e-06       5.73194e-01       3.94681e-01      
 1.00800e+00       2.76042e-04       7.32842e-05       2.73991e-15       2.45085e-06       5.73194e-01       4.00979e-01      
 1.01700e+00       2.79547e-04       7.57843e-05       2.74261e-15       2.51248e-06       5.73194e-01       4.07252e-01      
 1.02600e+00       2.82975e-04       7.83156e-05       2.74524e-15       2.57458e-06       5.73194e-01       4.13502e-01      
 1.03500e+00       2.86327e-04       8.08775e-05       2.74779e-15       2.63713e-06       5.73194e-01       4.19727e-01      
 1.04400e+00       2.89603e-04       8.34691e-05       2.75028e-15       2.70013e-06       5.73194e-01       4.25929e-01      
 1.05300e+00       2.92806e-04       8.60899e-05       2.75269e-15       2.76359e-06       5.73194e-01       4.32106e-01      
 1.06200e+00       2.95935e-04       8.87392e-05       2.75505e-15       2.82750e-06       5.73194e-01       4.38260e-01      
 1.07100e+00       2.98993e-04       9.14163e-05       2.75735e-15       2.89186e-06       5.73194e-01       4.44391e-01      
 1.08000e+00       3.01979e-04       9.41207e-05       2.75960e-15       2.95667e-06       5.73194e-01       4.50499e-01      
 1.08900e+00       3.04896e-04       9.68516e-05       2.76179e-15       3.02193e-06       5.73194e-01       4.56584e-01      
 1.09800e+00       3.07744e-04       9.96084e-05       2.76393e-15       3.08763e-06       5.73194e-01       4.62647e-01      
 1.10700e+00       3.10524e-04       1.02391e-04       2.76603e-15       3.15378e-06       5.73194e-01       4.68688e-01      
 1.11600e+00       3.13236e-04       1.05197e-04       2.76809e-15       3.22038e-06       5.73194e-01       4.74706e-01      
 1.12500e+00       3.15883e-04       1.08028e-04       2.77011e-15       3.28742e-06       5.73194e-01       4.80703e-01      
 1.13400e+00       3.18465e-04       1.10883e-04       2.77209e-15       3.35492e-06       5.73194e-01       4.86680e-01      
 1.14300e+00       3.20982e-04       1.13760e-04       2.77403e-15       3.42286e-06       5.73194e-01       4.92635e-01      
 1.15200e+00       3.23437e-04       1.16660e-04       2.77594e-15       3.49125e-06       5.73194e-01       4.98570e-01      
 1.16100e+00       3.25829e-04       1.19582e-04       2.77782e-15       3.56010e-06       5.73194e-01       5.04485e-01      
 1.17000e+00       3.28159e-04       1.22525e-04       2.77967e-15       3.62940e-06       5.73194e-01       5.10381e-01      
