
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       3.08928e-11       1.14075e-12       2.25081e-15       1.42251e-13       5.83784e-01       4.96715e-02      
 9.00000e-03       4.08270e-11       1.45490e-12       2.24512e-15       1.88002e-13       5.83784e-01       4.96715e-02      
 1.80000e-02       5.39548e-11       1.87297e-12       2.23957e-15       2.48464e-13       5.83784e-01       4.96715e-02      
 2.70000e-02       7.13021e-11       2.42804e-12       2.23414e-15       3.28367e-13       5.83784e-01       4.96715e-02      
 3.60000e-02       9.42246e-11       3.16389e-12       2.22884e-15       4.33958e-13       5.83784e-01       4.96716e-02      
 4.50000e-02       1.24513e-10       4.13835e-12       2.22366e-15       5.73491e-13       5.83784e-01       4.96716e-02      
 5.40000e-02       1.64532e-10       5.42787e-12       2.21861e-15       7.57873e-13       5.83784e-01       4.96716e-02      
 6.30000e-02       2.17404e-10       7.13344e-12       2.21368e-15       1.00151e-12       5.83784e-01       4.96716e-02      
 7.20000e-02       2.87255e-10       9.38850e-12       2.20888e-15       1.32343e-12       5.83784e-01       4.96717e-02      
 8.10000e-02       3.79530e-10       1.23693e-11       2.20421e-15       1.74876e-12       5.83784e-01       4.96717e-02      
 9.00000e-02       5.01418e-10       1.63087e-11       2.19968e-15       2.31070e-12       5.83784e-01       4.96718e-02      
 9.90000e-02       6.62405e-10       2.15139e-11       2.19529e-15       3.05307e-12       5.83784e-01       4.96718e-02      
 1.08000e-01       8.75012e-10       2.83911e-11       2.19107e-15       4.03373e-12       5.83784e-01       4.96719e-02      
 1.17000e-01       1.15575e-09       3.74759e-11       2.18702e-15       5.32905e-12       5.83784e-01       4.96721e-02      
 1.26000e-01       1.52641e-09       4.94755e-11       2.18317e-15       7.03983e-12       5.83784e-01       4.96723e-02      
 1.35000e-01       2.01570e-09       6.53231e-11       2.17954e-15       9.29906e-12       5.83784e-01       4.96725e-02      
 1.44000e-01       2.66144e-09       8.62495e-11       2.17615e-15       1.22821e-11       5.83784e-01       4.96728e-02      
 1.53000e-01       3.51349e-09       1.13878e-10       2.17304e-15       1.62204e-11       5.83784e-01       4.96733e-02      
 1.62000e-01       4.63742e-09       1.50349e-10       2.17027e-15       2.14186e-11       5.83784e-01       4.96738e-02      
 1.71000e-01       6.11953e-09       1.98480e-10       2.16787e-15       2.82785e-11       5.83784e-01       4.96746e-02      
 1.80000e-01       8.07309e-09       2.61987e-10       2.16590e-15       3.73288e-11       5.83784e-01       4.96755e-02      
 1.89000e-01       1.06465e-08       3.45751e-10       2.16440e-15       4.92649e-11       5.83784e-01       4.96768e-02      
 1.98000e-01       1.40349e-08       4.56196e-10       2.16351e-15       6.50009e-11       5.83784e-01       4.96785e-02      
 2.07000e-01       1.84939e-08       6.01760e-10       2.16334e-15       8.57378e-11       5.83784e-01       4.96807e-02      
 2.16000e-01       2.43575e-08       7.93522e-10       2.16402e-15       1.13051e-10       5.83784e-01       4.96837e-02      
 2.25000e-01       3.20616e-08       1.04601e-09       2.16571e-15       1.49006e-10       5.83784e-01       4.96876e-02      
 2.34000e-01       4.21741e-08       1.37824e-09       2.16856e-15       1.96304e-10       5.83784e-01       4.96927e-02      
 2.43000e-01       5.54330e-08       1.81509e-09       2.17279e-15       2.58476e-10       5.83784e-01       4.96993e-02      
 2.52000e-01       7.27946e-08       2.38901e-09       2.17861e-15       3.40122e-10       5.83784e-01       4.97081e-02      
 2.61000e-01       9.54937e-08       3.14228e-09       2.18629e-15       4.47229e-10       5.83784e-01       4.97197e-02      
 2.70000e-01       1.25119e-07       4.12983e-09       2.19611e-15       5.87560e-10       5.83784e-01       4.97348e-02      
 2.79000e-01       1.63705e-07       5.42282e-09       2.20837e-15       7.71152e-10       5.83784e-01       4.97546e-02      
 2.88000e-01       2.13844e-07       7.11317e-09       2.22342e-15       1.01093e-09       5.83784e-01       4.97805e-02      
 2.97000e-01       2.78817e-07       9.31911e-09       2.24159e-15       1.32347e-09       5.83784e-01       4.98142e-02      
 3.06000e-01       3.62754e-07       1.21922e-08       2.26324e-15       1.72990e-09       5.83784e-01       4.98580e-02      
 3.15000e-01       4.70803e-07       1.59254e-08       2.28874e-15       2.25703e-09       5.83784e-01       4.99149e-02      
 3.24000e-01       6.09331e-07       2.07638e-08       2.31844e-15       2.93857e-09       5.83784e-01       4.99885e-02      
 3.33000e-01       7.86124e-07       2.70157e-08       2.35266e-15       3.81660e-09       5.83784e-01       5.00833e-02      
 3.42000e-01       1.01060e-06       3.50667e-08       2.39171e-15       4.94315e-09       5.83784e-01       5.02050e-02      
 3.51000e-01       1.29397e-06       4.53955e-08       2.43582e-15       6.38177e-09       5.83784e-01       5.03605e-02      
 3.60000e-01       1.64945e-06       5.85904e-08       2.48520e-15       8.20917e-09       5.83784e-01       5.05579e-02      
 3.69000e-01       2.09225e-06       7.53678e-08       2.53997e-15       1.05165e-08       5.83784e-01       5.08072e-02      
 3.78000e-01       2.63968e-06       9.65905e-08       2.60019e-15       1.34101e-08       5.83784e-01       5.11198e-02      
 3.87000e-01       3.31089e-06       1.23286e-07       2.66583e-15       1.70120e-08       5.83784e-01       5.15088e-02      
 3.96000e-01       4.12672e-06       1.56661e-07       2.73678e-15       2.14587e-08       5.83784e-01       5.19887e-02      
 4.05000e-01       5.10918e-06       1.98117e-07       2.81285e-15       2.68996e-08       5.83784e-01       5.25753e-02      
 4.14000e-01       6.28089e-06       2.49256e-07       2.89378e-15       3.34929e-08       5.83784e-01       5.32852e-02      
 4.23000e-01       7.66436e-06       3.11884e-07       2.97920e-15       4.14018e-08       5.83784e-01       5.41353e-02      
 4.32000e-01       9.28123e-06       3.88006e-07       3.06869e-15       5.07880e-08       5.83784e-01       5.51418e-02      
 4.41000e-01       1.11515e-05       4.79816e-07       3.16179e-15       6.18060e-08       5.83784e-01       5.63201e-02      
 4.50000e-01       1.32928e-05       5.89677e-07       3.25794e-15       7.45973e-08       5.83784e-01       5.76834e-02      
 4.59000e-01       1.57204e-05       7.20099e-07       3.35657e-15       8.92846e-08       5.83784e-01       5.92426e-02      
 4.68000e-01       1.84466e-05       8.73718e-07       3.45708e-15       1.05969e-07       5.83784e-01       6.10059e-02      
 4.77000e-01       2.14818e-05       1.05327e-06       3.55885e-15       1.24731e-07       5.83784e-01       6.29784e-02      
 4.86000e-01       2.48350e-05       1.26158e-06       3.66126e-15       1.45626e-07       5.83784e-01       6.51627e-02      
 4.95000e-01       2.85148e-05       1.50155e-06       3.76371e-15       1.68694e-07       5.83784e-01       6.75589e-02      
 5.04000e-01       3.25305e-05       1.77616e-06       3.86562e-15       1.93960e-07       5.83784e-01       7.01652e-02      
 5.13000e-01       3.68930e-05       2.08847e-06       3.96643e-15       2.21438e-07       5.83784e-01       7.29786e-02      
 5.22000e-01       4.16151e-05       2.44168e-06       4.06565e-15       2.51140e-07       5.83784e-01       7.59952e-02      
 5.31000e-01       4.67115e-05       2.83907e-06       4.16281e-15       2.83073e-07       5.83784e-01       7.92108e-02      
 5.40000e-01       5.21986e-05       3.28410e-06       4.25753e-15       3.17249e-07       5.83784e-01       8.26212e-02      
 5.49000e-01       5.80930e-05       3.78035e-06       4.34946e-15       3.53682e-07       5.83784e-01       8.62222e-02      
 5.58000e-01       6.44115e-05       4.33157e-06       4.43832e-15       3.92387e-07       5.83784e-01       9.00099e-02      
 5.67000e-01       7.11687e-05       4.94163e-06       4.52388e-15       4.33384e-07       5.83784e-01       9.39805e-02      
 5.76000e-01       7.83770e-05       5.61455e-06       4.60598e-15       4.76695e-07       5.83784e-01       9.81303e-02      
 5.85000e-01       8.60446e-05       6.35443e-06       4.68449e-15       5.22339e-07       5.83784e-01       1.02456e-01      
 5.94000e-01       9.41757e-05       7.16541e-06       4.75936e-15       5.70335e-07       5.83784e-01       1.06952e-01      
 6.03000e-01       1.02769e-04       8.05167e-06       4.83055e-15       6.20700e-07       5.83784e-01       1.11617e-01      
 6.12000e-01       1.11818e-04       9.01735e-06       4.89809e-15       6.73442e-07       5.83784e-01       1.16443e-01      
 6.21000e-01       1.21310e-04       1.00665e-05       4.96201e-15       7.28569e-07       5.83784e-01       1.21428e-01      
 6.30000e-01       1.31230e-04       1.12030e-05       5.02238e-15       7.86076e-07       5.83784e-01       1.26564e-01      
 6.39000e-01       1.41553e-04       1.24306e-05       5.07932e-15       8.45955e-07       5.83784e-01       1.31847e-01      
 6.48000e-01       1.52255e-04       1.37529e-05       5.13292e-15       9.08189e-07       5.83784e-01       1.37268e-01      
 6.57000e-01       1.63305e-04       1.51731e-05       5.18332e-15       9.72754e-07       5.83784e-01       1.42822e-01      
 6.66000e-01       1.74669e-04       1.66942e-05       5.23067e-15       1.03962e-06       5.83784e-01       1.48500e-01      
 6.75000e-01       1.86312e-04       1.83189e-05       5.27509e-15       1.10875e-06       5.83784e-01       1.54296e-01      
 6.84000e-01       1.98198e-04       2.00494e-05       5.31675e-15       1.18010e-06       5.83784e-01       1.60200e-01      
 6.93000e-01       2.10289e-04       2.18879e-05       5.35580e-15       1.25362e-06       5.83784e-01       1.66205e-01      
 7.02000e-01       2.22546e-04       2.38360e-05       5.39238e-15       1.32926e-06       5.83784e-01       1.72304e-01      
 7.11000e-01       2.34933e-04       2.58950e-05       5.42664e-15       1.40697e-06       5.83784e-01       1.78486e-01      
 7.20000e-01       2.47414e-04       2.80659e-05       5.45873e-15       1.48669e-06       5.83784e-01       1.84745e-01      
 7.29000e-01       2.59955e-04       3.03495e-05       5.48878e-15       1.56836e-06       5.83784e-01       1.91074e-01      
 7.38000e-01       2.72522e-04       3.27460e-05       5.51694e-15       1.65191e-06       5.83784e-01       1.97463e-01      
 7.47000e-01       2.85087e-04       3.52556e-05       5.54332e-15       1.73730e-06       5.83784e-01       2.03907e-01      
 7.56000e-01       2.97620e-04       3.78782e-05       5.56806e-15       1.82446e-06       5.83784e-01       2.10397e-01      
 7.65000e-01       3.10096e-04       4.06133e-05       5.59127e-15       1.91332e-06       5.83784e-01       2.16928e-01      
 7.74000e-01       3.22492e-04       4.34604e-05       5.61305e-15       2.00384e-06       5.83784e-01       2.23493e-01      
 7.83000e-01       3.34787e-04       4.64185e-05       5.63350e-15       2.09596e-06       5.83784e-01       2.30087e-01      
 7.92000e-01       3.46964e-04       4.94868e-05       5.65274e-15       2.18962e-06       5.83784e-01       2.36703e-01      
 8.01000e-01       3.59006e-04       5.26640e-05       5.67083e-15       2.28477e-06       5.83784e-01       2.43338e-01      
 8.10000e-01       3.70900e-04       5.59490e-05       5.68788e-15       2.38136e-06       5.83784e-01       2.49985e-01      
 8.19000e-01       3.82633e-04       5.93402e-05       5.70395e-15       2.47934e-06       5.83784e-01       2.56642e-01      
 8.28000e-01       3.94197e-04       6.28363e-05       5.71911e-15       2.57868e-06       5.83784e-01       2.63304e-01      
 8.37000e-01       4.05582e-04       6.64356e-05       5.73344e-15       2.67932e-06       5.83784e-01       2.69966e-01      
 8.46000e-01       4.16783e-04       7.01366e-05       5.74700e-15       2.78123e-06       5.83784e-01       2.76627e-01      
 8.55000e-01       4.27794e-04       7.39374e-05       5.75984e-15       2.88436e-06       5.83784e-01       2.83284e-01      
 8.64000e-01       4.38611e-04       7.78365e-05       5.77202e-15       2.98869e-06       5.83784e-01       2.89932e-01      
 8.73000e-01       4.49231e-04       8.18321e-05       5.78358e-15       3.09418e-06       5.83784e-01       2.96571e-01      
 8.82000e-01       4.59651e-04       8.59223e-05       5.79457e-15       3.20080e-06       5.83784e-01       3.03198e-01      
 8.91000e-01       4.69872e-04       9.01053e-05       5.80504e-15       3.30852e-06       5.83784e-01       3.09811e-01      
 9.00000e-01       4.79892e-04       9.43794e-05       5.81501e-15       3.41732e-06       5.83784e-01       3.16409e-01      
 9.09000e-01       4.89712e-04       9.87428e-05       5.82454e-15       3.52717e-06       5.83784e-01       3.22989e-01      
 9.18000e-01       4.99332e-04       1.03194e-04       5.83364e-15       3.63805e-06       5.83784e-01       3.29551e-01      
 9.27000e-01       5.08753e-04       1.07730e-04       5.84235e-15       3.74993e-06       5.83784e-01       3.36094e-01      
 9.36000e-01       5.17977e-04       1.12351e-04       5.85070e-15       3.86280e-06       5.83784e-01       3.42617e-01      
 9.45000e-01       5.27006e-04       1.17053e-04       5.85871e-15       3.97664e-06       5.83784e-01       3.49119e-01      
 9.54000e-01       5.35841e-04       1.21836e-04       5.86641e-15       4.09144e-06       5.83784e-01       3.55598e-01      
 9.63000e-01       5.44484e-04       1.26697e-04       5.87381e-15       4.20718e-06       5.83784e-01       3.62056e-01      
 9.72000e-01       5.52939e-04       1.31636e-04       5.88094e-15       4.32384e-06       5.83784e-01       3.68491e-01      
 9.81000e-01       5.61207e-04       1.36650e-04       5.88782e-15       4.44142e-06       5.83784e-01       3.74902e-01      
