
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       3.21300e-11       1.19173e-12       2.43737e-15       1.47543e-13       5.84480e-01       4.96799e-02      
 9.00000e-03       4.24713e-11       1.51821e-12       2.43119e-15       1.95038e-13       5.84480e-01       4.96799e-02      
 1.80000e-02       5.61398e-11       1.95291e-12       2.42516e-15       2.57819e-13       5.84480e-01       4.96799e-02      
 2.70000e-02       7.42058e-11       2.53031e-12       2.41927e-15       3.40804e-13       5.84480e-01       4.96799e-02      
 3.60000e-02       9.80831e-11       3.29601e-12       2.41352e-15       4.50491e-13       5.84480e-01       4.96799e-02      
 4.50000e-02       1.29640e-10       4.31032e-12       2.40790e-15       5.95469e-13       5.84480e-01       4.96799e-02      
 5.40000e-02       1.71344e-10       5.65293e-12       2.40241e-15       7.87088e-13       5.84480e-01       4.96800e-02      
 6.30000e-02       2.26455e-10       7.42918e-12       2.39706e-15       1.04034e-12       5.84480e-01       4.96800e-02      
 7.20000e-02       2.99280e-10       9.77828e-12       2.39184e-15       1.37504e-12       5.84480e-01       4.96800e-02      
 8.10000e-02       3.95505e-10       1.28841e-11       2.38677e-15       1.81736e-12       5.84480e-01       4.96801e-02      
 9.00000e-02       5.22639e-10       1.69897e-11       2.38185e-15       2.40187e-12       5.84480e-01       4.96801e-02      
 9.90000e-02       6.90594e-10       2.24158e-11       2.37709e-15       3.17422e-12       5.84480e-01       4.96802e-02      
 1.08000e-01       9.12453e-10       2.95864e-11       2.37250e-15       4.19473e-12       5.84480e-01       4.96803e-02      
 1.17000e-01       1.20548e-09       3.90610e-11       2.36809e-15       5.54298e-12       5.84480e-01       4.96804e-02      
 1.26000e-01       1.59245e-09       5.15783e-11       2.36390e-15       7.32408e-12       5.84480e-01       4.96806e-02      
 1.35000e-01       2.10339e-09       6.81134e-11       2.35994e-15       9.67671e-12       5.84480e-01       4.96808e-02      
 1.44000e-01       2.77788e-09       8.99529e-11       2.35624e-15       1.27838e-11       5.84480e-01       4.96812e-02      
 1.53000e-01       3.66806e-09       1.18794e-10       2.35285e-15       1.68868e-11       5.84480e-01       4.96816e-02      
 1.62000e-01       4.84260e-09       1.56873e-10       2.34980e-15       2.23038e-11       5.84480e-01       4.96821e-02      
 1.71000e-01       6.39185e-09       2.07141e-10       2.34716e-15       2.94540e-11       5.84480e-01       4.96828e-02      
 1.80000e-01       8.43450e-09       2.73483e-10       2.34499e-15       3.88898e-11       5.84480e-01       4.96838e-02      
 1.89000e-01       1.11259e-08       3.61008e-10       2.34330e-15       5.13375e-11       5.84480e-01       4.96850e-02      
 1.98000e-01       1.46709e-08       4.76443e-10       2.34226e-15       6.77523e-11       5.84480e-01       4.96866e-02      
 2.07000e-01       1.93372e-08       6.28624e-10       2.34200e-15       8.93894e-11       5.84480e-01       4.96888e-02      
 2.16000e-01       2.54752e-08       8.29158e-10       2.34264e-15       1.17897e-10       5.84480e-01       4.96916e-02      
 2.25000e-01       3.35426e-08       1.09327e-09       2.34435e-15       1.55434e-10       5.84480e-01       4.96954e-02      
 2.34000e-01       4.41356e-08       1.44090e-09       2.34731e-15       2.04829e-10       5.84480e-01       4.97003e-02      
 2.43000e-01       5.80297e-08       1.89815e-09       2.35173e-15       2.69777e-10       5.84480e-01       4.97068e-02      
 2.52000e-01       7.62300e-08       2.49906e-09       2.35786e-15       3.55098e-10       5.84480e-01       4.97153e-02      
 2.61000e-01       1.00036e-07       3.28802e-09       2.36598e-15       4.67065e-10       5.84480e-01       4.97264e-02      
 2.70000e-01       1.31119e-07       4.32274e-09       2.37638e-15       6.13820e-10       5.84480e-01       4.97411e-02      
 2.79000e-01       1.71624e-07       5.67802e-09       2.38940e-15       8.05893e-10       5.84480e-01       4.97602e-02      
 2.88000e-01       2.24284e-07       7.45052e-09       2.40539e-15       1.05686e-09       5.84480e-01       4.97853e-02      
 2.97000e-01       2.92564e-07       9.76471e-09       2.42474e-15       1.38413e-09       5.84480e-01       4.98179e-02      
 3.06000e-01       3.80826e-07       1.27802e-08       2.44783e-15       1.80994e-09       5.84480e-01       4.98605e-02      
 3.15000e-01       4.94521e-07       1.67005e-08       2.47505e-15       2.36251e-09       5.84480e-01       4.99156e-02      
 3.24000e-01       6.40394e-07       2.17841e-08       2.50679e-15       3.07737e-09       5.84480e-01       4.99870e-02      
 3.33000e-01       8.26711e-07       2.83568e-08       2.54340e-15       3.99894e-09       5.84480e-01       5.00791e-02      
 3.42000e-01       1.06348e-06       3.68264e-08       2.58521e-15       5.18221e-09       5.84480e-01       5.01974e-02      
 3.51000e-01       1.36266e-06       4.76997e-08       2.63250e-15       6.69447e-09       5.84480e-01       5.03485e-02      
 3.60000e-01       1.73834e-06       6.16006e-08       2.68548e-15       8.61705e-09       5.84480e-01       5.05408e-02      
 3.69000e-01       2.20683e-06       7.92896e-08       2.74430e-15       1.10468e-08       5.84480e-01       5.07837e-02      
 3.78000e-01       2.78666e-06       1.01685e-07       2.80902e-15       1.40971e-08       5.84480e-01       5.10886e-02      
 3.87000e-01       3.49847e-06       1.29880e-07       2.87962e-15       1.78982e-08       5.84480e-01       5.14685e-02      
 3.96000e-01       4.36475e-06       1.65163e-07       2.95600e-15       2.25964e-08       5.84480e-01       5.19377e-02      
 4.05000e-01       5.40932e-06       2.09033e-07       3.03795e-15       2.83519e-08       5.84480e-01       5.25120e-02      
 4.14000e-01       6.65679e-06       2.63205e-07       3.12518e-15       3.53357e-08       5.84480e-01       5.32081e-02      
 4.23000e-01       8.13173e-06       3.29618e-07       3.21733e-15       4.37239e-08       5.84480e-01       5.40427e-02      
 4.32000e-01       9.85786e-06       4.10427e-07       3.31394e-15       5.36926e-08       5.84480e-01       5.50324e-02      
 4.41000e-01       1.18572e-05       5.07996e-07       3.41449e-15       6.54104e-08       5.84480e-01       5.61926e-02      
 4.50000e-01       1.41493e-05       6.24874e-07       3.51840e-15       7.90320e-08       5.84480e-01       5.75370e-02      
 4.59000e-01       1.67510e-05       7.63776e-07       3.62506e-15       9.46929e-08       5.84480e-01       5.90768e-02      
 4.68000e-01       1.96761e-05       9.27554e-07       3.73380e-15       1.12506e-07       5.84480e-01       6.08205e-02      
 4.77000e-01       2.29361e-05       1.11917e-06       3.84397e-15       1.32558e-07       5.84480e-01       6.27735e-02      
 4.86000e-01       2.65407e-05       1.34169e-06       3.95488e-15       1.54914e-07       5.84480e-01       6.49388e-02      
 4.95000e-01       3.04992e-05       1.59825e-06       4.06588e-15       1.79616e-07       5.84480e-01       6.73166e-02      
 5.04000e-01       3.48215e-05       1.89209e-06       4.17634e-15       2.06694e-07       5.84480e-01       6.99053e-02      
 5.13000e-01       3.95191e-05       2.22652e-06       4.28566e-15       2.36163e-07       5.84480e-01       7.27019e-02      
 5.22000e-01       4.46055e-05       2.60500e-06       4.39328e-15       2.68033e-07       5.84480e-01       7.57027e-02      
 5.31000e-01       5.00963e-05       3.03107e-06       4.49872e-15       3.02315e-07       5.84480e-01       7.89032e-02      
 5.40000e-01       5.60088e-05       3.50847e-06       4.60153e-15       3.39018e-07       5.84480e-01       8.22994e-02      
 5.49000e-01       6.23614e-05       4.04107e-06       4.70135e-15       3.78156e-07       5.84480e-01       8.58868e-02      
 5.58000e-01       6.91717e-05       4.63291e-06       4.79785e-15       4.19746e-07       5.84480e-01       8.96615e-02      
 5.67000e-01       7.64561e-05       5.28818e-06       4.89080e-15       4.63807e-07       5.84480e-01       9.36197e-02      
 5.76000e-01       8.42280e-05       6.01122e-06       4.98000e-15       5.10362e-07       5.84480e-01       9.77576e-02      
 5.85000e-01       9.24968e-05       6.80646e-06       5.06532e-15       5.59431e-07       5.84480e-01       1.02071e-01      
 5.94000e-01       1.01267e-04       7.67839e-06       5.14670e-15       6.11036e-07       5.84480e-01       1.06557e-01      
 6.03000e-01       1.10538e-04       8.63152e-06       5.22409e-15       6.65191e-07       5.84480e-01       1.11211e-01      
 6.12000e-01       1.20304e-04       9.67035e-06       5.29751e-15       7.21909e-07       5.84480e-01       1.16028e-01      
 6.21000e-01       1.30551e-04       1.07993e-05       5.36701e-15       7.81195e-07       5.84480e-01       1.21003e-01      
 6.30000e-01       1.41261e-04       1.20225e-05       5.43266e-15       8.43047e-07       5.84480e-01       1.26130e-01      
 6.39000e-01       1.52412e-04       1.33442e-05       5.49457e-15       9.07454e-07       5.84480e-01       1.31404e-01      
 6.48000e-01       1.63974e-04       1.47680e-05       5.55287e-15       9.74398e-07       5.84480e-01       1.36817e-01      
 6.57000e-01       1.75915e-04       1.62977e-05       5.60768e-15       1.04386e-06       5.84480e-01       1.42363e-01      
 6.66000e-01       1.88199e-04       1.79365e-05       5.65917e-15       1.11579e-06       5.84480e-01       1.48035e-01      
 6.75000e-01       2.00788e-04       1.96872e-05       5.70749e-15       1.19017e-06       5.84480e-01       1.53824e-01      
 6.84000e-01       2.13643e-04       2.15524e-05       5.75280e-15       1.26693e-06       5.84480e-01       1.59722e-01      
 6.93000e-01       2.26721e-04       2.35344e-05       5.79526e-15       1.34604e-06       5.84480e-01       1.65723e-01      
 7.02000e-01       2.39983e-04       2.56349e-05       5.83504e-15       1.42744e-06       5.84480e-01       1.71816e-01      
 7.11000e-01       2.53388e-04       2.78554e-05       5.87230e-15       1.51106e-06       5.84480e-01       1.77994e-01      
 7.20000e-01       2.66897e-04       3.01971e-05       5.90719e-15       1.59684e-06       5.84480e-01       1.84250e-01      
 7.29000e-01       2.80472e-04       3.26606e-05       5.93988e-15       1.68472e-06       5.84480e-01       1.90575e-01      
 7.38000e-01       2.94078e-04       3.52465e-05       5.97049e-15       1.77464e-06       5.84480e-01       1.96962e-01      
 7.47000e-01       3.07683e-04       3.79549e-05       5.99918e-15       1.86653e-06       5.84480e-01       2.03404e-01      
 7.56000e-01       3.21255e-04       4.07855e-05       6.02608e-15       1.96033e-06       5.84480e-01       2.09893e-01      
 7.65000e-01       3.34766e-04       4.37381e-05       6.05130e-15       2.05596e-06       5.84480e-01       2.16423e-01      
 7.74000e-01       3.48192e-04       4.68118e-05       6.07498e-15       2.15338e-06       5.84480e-01       2.22987e-01      
 7.83000e-01       3.61510e-04       5.00059e-05       6.09722e-15       2.25251e-06       5.84480e-01       2.29580e-01      
 7.92000e-01       3.74700e-04       5.33193e-05       6.11812e-15       2.35330e-06       5.84480e-01       2.36197e-01      
 8.01000e-01       3.87745e-04       5.67507e-05       6.13779e-15       2.45570e-06       5.84480e-01       2.42831e-01      
 8.10000e-01       4.00629e-04       6.02988e-05       6.15631e-15       2.55965e-06       5.84480e-01       2.49479e-01      
 8.19000e-01       4.13340e-04       6.39620e-05       6.17377e-15       2.66509e-06       5.84480e-01       2.56137e-01      
 8.28000e-01       4.25867e-04       6.77388e-05       6.19024e-15       2.77199e-06       5.84480e-01       2.62799e-01      
 8.37000e-01       4.38201e-04       7.16275e-05       6.20581e-15       2.88029e-06       5.84480e-01       2.69464e-01      
 8.46000e-01       4.50335e-04       7.56262e-05       6.22054e-15       2.98995e-06       5.84480e-01       2.76126e-01      
 8.55000e-01       4.62263e-04       7.97332e-05       6.23449e-15       3.10093e-06       5.84480e-01       2.82784e-01      
 8.64000e-01       4.73981e-04       8.39466e-05       6.24771e-15       3.21319e-06       5.84480e-01       2.89434e-01      
 8.73000e-01       4.85485e-04       8.82645e-05       6.26027e-15       3.32670e-06       5.84480e-01       2.96075e-01      
 8.82000e-01       4.96773e-04       9.26849e-05       6.27221e-15       3.44142e-06       5.84480e-01       3.02704e-01      
 8.91000e-01       5.07844e-04       9.72059e-05       6.28357e-15       3.55732e-06       5.84480e-01       3.09319e-01      
 9.00000e-01       5.18697e-04       1.01826e-04       6.29440e-15       3.67438e-06       5.84480e-01       3.15919e-01      
 9.09000e-01       5.29333e-04       1.06542e-04       6.30474e-15       3.79257e-06       5.84480e-01       3.22502e-01      
 9.18000e-01       5.39752e-04       1.11353e-04       6.31462e-15       3.91186e-06       5.84480e-01       3.29066e-01      
 9.27000e-01       5.49956e-04       1.16257e-04       6.32408e-15       4.03223e-06       5.84480e-01       3.35612e-01      
 9.36000e-01       5.59945e-04       1.21251e-04       6.33314e-15       4.15366e-06       5.84480e-01       3.42137e-01      
 9.45000e-01       5.69722e-04       1.26335e-04       6.34183e-15       4.27613e-06       5.84480e-01       3.48641e-01      
