
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.59534e-11       9.18629e-13       1.13154e-15       1.23595e-13       5.74810e-01       4.95672e-02      
 9.00000e-03       3.42047e-11       1.18443e-12       1.12876e-15       1.62898e-13       5.74810e-01       4.95672e-02      
 1.80000e-02       4.50782e-11       1.53617e-12       1.12605e-15       2.14695e-13       5.74810e-01       4.95673e-02      
 2.70000e-02       5.94068e-11       2.00102e-12       1.12340e-15       2.82957e-13       5.74810e-01       4.95673e-02      
 3.60000e-02       7.82875e-11       2.61477e-12       1.12082e-15       3.72916e-13       5.74810e-01       4.95673e-02      
 4.50000e-02       1.03165e-10       3.42461e-12       1.11830e-15       4.91461e-13       5.74810e-01       4.95673e-02      
 5.40000e-02       1.35942e-10       4.49268e-12       1.11584e-15       6.47673e-13       5.74810e-01       4.95673e-02      
 6.30000e-02       1.79125e-10       5.90088e-12       1.11345e-15       8.53508e-13       5.74810e-01       4.95674e-02      
 7.20000e-02       2.36012e-10       7.75708e-12       1.11113e-15       1.12472e-12       5.74810e-01       4.95674e-02      
 8.10000e-02       3.10945e-10       1.02033e-11       1.10887e-15       1.48204e-12       5.74810e-01       4.95675e-02      
 9.00000e-02       4.09639e-10       1.34267e-11       1.10670e-15       1.95279e-12       5.74810e-01       4.95676e-02      
 9.90000e-02       5.39613e-10       1.76735e-11       1.10460e-15       2.57291e-12       5.74810e-01       4.95678e-02      
 1.08000e-01       7.10754e-10       2.32679e-11       1.10260e-15       3.38973e-12       5.74810e-01       4.95679e-02      
 1.17000e-01       9.36067e-10       3.06365e-11       1.10069e-15       4.46552e-12       5.74810e-01       4.95682e-02      
 1.26000e-01       1.23264e-09       4.03407e-11       1.09890e-15       5.88220e-12       5.74810e-01       4.95684e-02      
 1.35000e-01       1.62292e-09       5.31188e-11       1.09724e-15       7.74749e-12       5.74810e-01       4.95688e-02      
 1.44000e-01       2.13639e-09       6.99413e-11       1.09573e-15       1.02030e-11       5.74810e-01       4.95694e-02      
 1.53000e-01       2.81172e-09       9.20841e-11       1.09438e-15       1.34350e-11       5.74810e-01       4.95700e-02      
 1.62000e-01       3.69962e-09       1.21223e-10       1.09324e-15       1.76877e-11       5.74810e-01       4.95709e-02      
 1.71000e-01       4.86641e-09       1.59558e-10       1.09232e-15       2.32821e-11       5.74810e-01       4.95721e-02      
 1.80000e-01       6.39871e-09       2.09973e-10       1.09164e-15       3.06386e-11       5.74810e-01       4.95736e-02      
 1.89000e-01       8.41007e-09       2.76248e-10       1.09129e-15       4.03084e-11       5.74810e-01       4.95757e-02      
 1.98000e-01       1.10485e-08       3.63336e-10       1.09131e-15       5.30127e-11       5.74810e-01       4.95783e-02      
 2.07000e-01       1.45068e-08       4.77714e-10       1.09177e-15       6.96951e-11       5.74810e-01       4.95818e-02      
 2.16000e-01       1.90354e-08       6.27844e-10       1.09276e-15       9.15871e-11       5.74810e-01       4.95864e-02      
 2.25000e-01       2.49596e-08       8.24767e-10       1.09435e-15       1.20295e-10       5.74810e-01       4.95924e-02      
 2.34000e-01       3.26996e-08       1.08287e-09       1.09666e-15       1.57907e-10       5.74810e-01       4.96003e-02      
 2.43000e-01       4.27976e-08       1.42083e-09       1.09979e-15       2.07137e-10       5.74810e-01       4.96107e-02      
 2.52000e-01       5.59502e-08       1.86290e-09       1.10387e-15       2.71499e-10       5.74810e-01       4.96242e-02      
 2.61000e-01       7.30485e-08       2.44045e-09       1.10905e-15       3.55527e-10       5.74810e-01       4.96418e-02      
 2.70000e-01       9.52270e-08       3.19391e-09       1.11548e-15       4.65059e-10       5.74810e-01       4.96648e-02      
 2.79000e-01       1.23922e-07       4.17524e-09       1.12333e-15       6.07570e-10       5.74810e-01       4.96947e-02      
 2.88000e-01       1.60939e-07       5.45097e-09       1.13277e-15       7.92592e-10       5.74810e-01       4.97335e-02      
 2.97000e-01       2.08533e-07       7.10584e-09       1.14397e-15       1.03221e-09       5.74810e-01       4.97839e-02      
 3.06000e-01       2.69493e-07       9.24721e-09       1.15712e-15       1.34164e-09       5.74810e-01       4.98489e-02      
 3.15000e-01       3.47237e-07       1.20104e-08       1.17237e-15       1.73991e-09       5.74810e-01       4.99325e-02      
 3.24000e-01       4.45906e-07       1.55645e-08       1.18990e-15       2.25056e-09       5.74810e-01       5.00398e-02      
 3.33000e-01       5.70453e-07       2.01198e-08       1.20983e-15       2.90246e-09       5.74810e-01       5.01768e-02      
 3.42000e-01       7.26721e-07       2.59348e-08       1.23229e-15       3.73058e-09       5.74810e-01       5.03508e-02      
 3.51000e-01       9.21491e-07       3.33252e-08       1.25737e-15       4.77668e-09       5.74810e-01       5.05705e-02      
 3.60000e-01       1.16250e-06       4.26717e-08       1.28513e-15       6.08986e-09       5.74810e-01       5.08462e-02      
 3.69000e-01       1.45838e-06       5.44290e-08       1.31558e-15       7.72681e-09       5.74810e-01       5.11897e-02      
 3.78000e-01       1.81859e-06       6.91334e-08       1.34871e-15       9.75170e-09       5.74810e-01       5.16143e-02      
 3.87000e-01       2.25323e-06       8.74091e-08       1.38447e-15       1.22355e-08       5.74810e-01       5.21344e-02      
 3.96000e-01       2.77278e-06       1.09974e-07       1.42275e-15       1.52545e-08       5.74810e-01       5.27657e-02      
 4.05000e-01       3.38785e-06       1.37639e-07       1.46341e-15       1.88888e-08       5.74810e-01       5.35240e-02      
 4.14000e-01       4.10878e-06       1.71313e-07       1.50629e-15       2.32196e-08       5.74810e-01       5.44252e-02      
 4.23000e-01       4.94532e-06       2.11993e-07       1.55117e-15       2.83261e-08       5.74810e-01       5.54846e-02      
