
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.71626e-11       9.82509e-13       1.59789e-15       1.26874e-13       5.80071e-01       4.96276e-02      
 9.00000e-03       3.58561e-11       1.25970e-12       1.59390e-15       1.67488e-13       5.80071e-01       4.96276e-02      
 1.80000e-02       4.73311e-11       1.62764e-12       1.59000e-15       2.21100e-13       5.80071e-01       4.96276e-02      
 2.70000e-02       6.24768e-11       2.11517e-12       1.58620e-15       2.91868e-13       5.80071e-01       4.96276e-02      
 3.60000e-02       8.24669e-11       2.76033e-12       1.58248e-15       3.85279e-13       5.80071e-01       4.96276e-02      
 4.50000e-02       1.08850e-10       3.61337e-12       1.57885e-15       5.08576e-13       5.80071e-01       4.96276e-02      
 5.40000e-02       1.43667e-10       4.74060e-12       1.57531e-15       6.71314e-13       5.80071e-01       4.96276e-02      
 6.30000e-02       1.89615e-10       6.22951e-12       1.57186e-15       8.86099e-13       5.80071e-01       4.96277e-02      
 7.20000e-02       2.50244e-10       8.19558e-12       1.56851e-15       1.16957e-12       5.80071e-01       4.96277e-02      
 8.10000e-02       3.30242e-10       1.07911e-11       1.56524e-15       1.54366e-12       5.80071e-01       4.96278e-02      
 9.00000e-02       4.35786e-10       1.42171e-11       1.56209e-15       2.03732e-12       5.80071e-01       4.96278e-02      
 9.90000e-02       5.75019e-10       1.87386e-11       1.55904e-15       2.68871e-12       5.80071e-01       4.96279e-02      
 1.08000e-01       7.58671e-10       2.47050e-11       1.55610e-15       3.54816e-12       5.80071e-01       4.96281e-02      
 1.17000e-01       1.00088e-09       3.25772e-11       1.55330e-15       4.68203e-12       5.80071e-01       4.96282e-02      
 1.26000e-01       1.32026e-09       4.29624e-11       1.55065e-15       6.17775e-12       5.80071e-01       4.96285e-02      
 1.35000e-01       1.74132e-09       5.66610e-11       1.54816e-15       8.15055e-12       5.80071e-01       4.96288e-02      
 1.44000e-01       2.29631e-09       7.47273e-11       1.54586e-15       1.07522e-11       5.80071e-01       4.96292e-02      
 1.53000e-01       3.02763e-09       9.85498e-11       1.54378e-15       1.41826e-11       5.80071e-01       4.96297e-02      
 1.62000e-01       3.99101e-09       1.29956e-10       1.54195e-15       1.87047e-11       5.80071e-01       4.96303e-02      
 1.71000e-01       5.25964e-09       1.71351e-10       1.54041e-15       2.46645e-11       5.80071e-01       4.96312e-02      
 1.80000e-01       6.92921e-09       2.25895e-10       1.53917e-15       3.25168e-11       5.80071e-01       4.96324e-02      
 1.89000e-01       9.12539e-09       2.97739e-10       1.53833e-15       4.28586e-11       5.80071e-01       4.96340e-02      
 1.98000e-01       1.20127e-08       3.92334e-10       1.53795e-15       5.64735e-11       5.80071e-01       4.96360e-02      
 2.07000e-01       1.58061e-08       5.16830e-10       1.53814e-15       7.43892e-11       5.80071e-01       4.96387e-02      
 2.16000e-01       2.07861e-08       6.80594e-10       1.53898e-15       9.79511e-11       5.80071e-01       4.96423e-02      
 2.25000e-01       2.73175e-08       8.95884e-10       1.54058e-15       1.28919e-10       5.80071e-01       4.96469e-02      
 2.34000e-01       3.58748e-08       1.17872e-09       1.54309e-15       1.69590e-10       5.80071e-01       4.96530e-02      
 2.43000e-01       4.70721e-08       1.54998e-09       1.54665e-15       2.22959e-10       5.80071e-01       4.96610e-02      
 2.52000e-01       6.17030e-08       2.03688e-09       1.55143e-15       2.92918e-10       5.80071e-01       4.96716e-02      
 2.61000e-01       8.07883e-08       2.67475e-09       1.55762e-15       3.84517e-10       5.80071e-01       4.96853e-02      
 2.70000e-01       1.05636e-07       3.50934e-09       1.56543e-15       5.04281e-10       5.80071e-01       4.97034e-02      
 2.79000e-01       1.37912e-07       4.59976e-09       1.57508e-15       6.60621e-10       5.80071e-01       4.97269e-02      
 2.88000e-01       1.79732e-07       6.02207e-09       1.58682e-15       8.64321e-10       5.80071e-01       4.97575e-02      
 2.97000e-01       2.33755e-07       7.87373e-09       1.60089e-15       1.12915e-09       5.80071e-01       4.97974e-02      
 3.06000e-01       3.03308e-07       1.02791e-08       1.61755e-15       1.47258e-09       5.80071e-01       4.98491e-02      
 3.15000e-01       3.92508e-07       1.33959e-08       1.63705e-15       1.91664e-09       5.80071e-01       4.99160e-02      
 3.24000e-01       5.06408e-07       1.74231e-08       1.65963e-15       2.48887e-09       5.80071e-01       5.00022e-02      
 3.33000e-01       6.51133e-07       2.26099e-08       1.68550e-15       3.22340e-09       5.80071e-01       5.01128e-02      
 3.42000e-01       8.34014e-07       2.92660e-08       1.71486e-15       4.16209e-09       5.80071e-01       5.02543e-02      
 3.51000e-01       1.06370e-06       3.77729e-08       1.74788e-15       5.35561e-09       5.80071e-01       5.04341e-02      
 3.60000e-01       1.35025e-06       4.85963e-08       1.78465e-15       6.86450e-09       5.80071e-01       5.06615e-02      
 3.69000e-01       1.70510e-06       6.22989e-08       1.82525e-15       8.75987e-09       5.80071e-01       5.09470e-02      
 3.78000e-01       2.14105e-06       7.95523e-08       1.86970e-15       1.11237e-08       5.80071e-01       5.13029e-02      
 3.87000e-01       2.67211e-06       1.01149e-07       1.91794e-15       1.40488e-08       5.80071e-01       5.17430e-02      
 3.96000e-01       3.31319e-06       1.28013e-07       1.96987e-15       1.76371e-08       5.80071e-01       5.22824e-02      
 4.05000e-01       4.07979e-06       1.61204e-07       2.02534e-15       2.19985e-08       5.80071e-01       5.29371e-02      
 4.14000e-01       4.98750e-06       2.01922e-07       2.08412e-15       2.72472e-08       5.80071e-01       5.37236e-02      
 4.23000e-01       6.05151e-06       2.51507e-07       2.14595e-15       3.34986e-08       5.80071e-01       5.46581e-02      
 4.32000e-01       7.28607e-06       3.11433e-07       2.21051e-15       4.08646e-08       5.80071e-01       5.57561e-02      
 4.41000e-01       8.70403e-06       3.83293e-07       2.27745e-15       4.94496e-08       5.80071e-01       5.70315e-02      
 4.50000e-01       1.03166e-05       4.68790e-07       2.34637e-15       5.93468e-08       5.80071e-01       5.84958e-02      
 4.59000e-01       1.21330e-05       5.69721e-07       2.41687e-15       7.06352e-08       5.80071e-01       6.01582e-02      
 4.68000e-01       1.41612e-05       6.87957e-07       2.48851e-15       8.33785e-08       5.80071e-01       6.20251e-02      
 4.77000e-01       1.64080e-05       8.25436e-07       2.56085e-15       9.76252e-08       5.80071e-01       6.40999e-02      
 4.86000e-01       1.88795e-05       9.84153e-07       2.63347e-15       1.13410e-07       5.80071e-01       6.63839e-02      
 4.95000e-01       2.15823e-05       1.16616e-06       2.70595e-15       1.30756e-07       5.80071e-01       6.88760e-02      
 5.04000e-01       2.45240e-05       1.37358e-06       2.77789e-15       1.49679e-07       5.80071e-01       7.15741e-02      
 5.13000e-01       2.77133e-05       1.60858e-06       2.84890e-15       1.70191e-07       5.80071e-01       7.44747e-02      
 5.22000e-01       3.11606e-05       1.87346e-06       2.91866e-15       1.92300e-07       5.80071e-01       7.75740e-02      
 5.31000e-01       3.48772e-05       2.17058e-06       2.98686e-15       2.16016e-07       5.80071e-01       8.08681e-02      
 5.40000e-01       3.88755e-05       2.50242e-06       3.05323e-15       2.41352e-07       5.80071e-01       8.43531e-02      
 5.49000e-01       4.31676e-05       2.87158e-06       3.11756e-15       2.68319e-07       5.80071e-01       8.80252e-02      
