
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.59931e-11       9.24560e-13       1.22481e-15       1.23173e-13       5.76181e-01       4.95827e-02      
 9.00000e-03       3.42714e-11       1.19055e-12       1.22179e-15       1.62410e-13       5.76181e-01       4.95827e-02      
 1.80000e-02       4.51851e-11       1.54282e-12       1.21884e-15       2.14141e-13       5.76181e-01       4.95828e-02      
 2.70000e-02       5.95728e-11       2.00866e-12       1.21596e-15       2.82345e-13       5.76181e-01       4.95828e-02      
 3.60000e-02       7.85393e-11       2.62407e-12       1.21315e-15       3.72264e-13       5.76181e-01       4.95828e-02      
 4.50000e-02       1.03541e-10       3.43652e-12       1.21041e-15       4.90809e-13       5.76181e-01       4.95828e-02      
 5.40000e-02       1.36495e-10       4.50858e-12       1.20773e-15       6.47085e-13       5.76181e-01       4.95828e-02      
 6.30000e-02       1.79930e-10       5.92269e-12       1.20513e-15       8.53093e-13       5.76181e-01       4.95829e-02      
 7.20000e-02       2.37174e-10       7.78753e-12       1.20260e-15       1.12465e-12       5.76181e-01       4.95829e-02      
 8.10000e-02       3.12611e-10       1.02463e-11       1.20014e-15       1.48258e-12       5.76181e-01       4.95830e-02      
 9.00000e-02       4.12012e-10       1.34876e-11       1.19777e-15       1.95433e-12       5.76181e-01       4.95831e-02      
 9.90000e-02       5.42975e-10       1.77599e-11       1.19548e-15       2.57604e-12       5.76181e-01       4.95832e-02      
 1.08000e-01       7.15498e-10       2.33903e-11       1.19329e-15       3.39532e-12       5.76181e-01       4.95834e-02      
 1.17000e-01       9.42733e-10       3.08098e-11       1.19121e-15       4.47482e-12       5.76181e-01       4.95836e-02      
 1.26000e-01       1.24198e-09       4.05854e-11       1.18924e-15       5.89702e-12       5.76181e-01       4.95839e-02      
 1.35000e-01       1.63596e-09       5.34632e-11       1.18742e-15       7.77044e-12       5.76181e-01       4.95842e-02      
 1.44000e-01       2.15455e-09       7.04250e-11       1.18574e-15       1.02378e-11       5.76181e-01       4.95847e-02      
 1.53000e-01       2.83695e-09       9.27614e-11       1.18425e-15       1.34868e-11       5.76181e-01       4.95853e-02      
 1.62000e-01       3.73460e-09       1.22169e-10       1.18297e-15       1.77641e-11       5.76181e-01       4.95862e-02      
 1.71000e-01       4.91488e-09       1.60876e-10       1.18192e-15       2.33935e-11       5.76181e-01       4.95873e-02      
 1.80000e-01       6.46571e-09       2.11807e-10       1.18113e-15       3.07999e-11       5.76181e-01       4.95887e-02      
 1.89000e-01       8.50255e-09       2.78794e-10       1.18067e-15       4.05401e-11       5.76181e-01       4.95906e-02      
 1.98000e-01       1.11760e-08       3.66864e-10       1.18061e-15       5.33440e-11       5.76181e-01       4.95931e-02      
 2.07000e-01       1.46823e-08       4.82595e-10       1.18102e-15       7.01662e-11       5.76181e-01       4.95963e-02      
 2.16000e-01       1.92769e-08       6.34588e-10       1.18197e-15       9.22546e-11       5.76181e-01       4.96006e-02      
 2.25000e-01       2.52915e-08       8.34072e-10       1.18356e-15       1.21237e-10       5.76181e-01       4.96063e-02      
 2.34000e-01       3.31555e-08       1.09569e-09       1.18590e-15       1.59234e-10       5.76181e-01       4.96137e-02      
 2.43000e-01       4.34234e-08       1.43848e-09       1.18911e-15       2.09000e-10       5.76181e-01       4.96233e-02      
 2.52000e-01       5.68085e-08       1.88719e-09       1.19333e-15       2.74109e-10       5.76181e-01       4.96360e-02      
 2.61000e-01       7.42250e-08       2.47382e-09       1.19870e-15       3.59178e-10       5.76181e-01       4.96525e-02      
 2.70000e-01       9.68385e-08       3.23973e-09       1.20541e-15       4.70156e-10       5.76181e-01       4.96741e-02      
 2.79000e-01       1.26127e-07       4.23812e-09       1.21361e-15       6.14676e-10       5.76181e-01       4.97022e-02      
 2.88000e-01       1.63955e-07       5.53718e-09       1.22350e-15       8.02485e-10       5.76181e-01       4.97388e-02      
 2.97000e-01       2.12653e-07       7.22392e-09       1.23527e-15       1.04596e-09       5.76181e-01       4.97861e-02      
 3.06000e-01       2.75112e-07       9.40881e-09       1.24911e-15       1.36074e-09       5.76181e-01       4.98474e-02      
 3.15000e-01       3.54888e-07       1.22313e-08       1.26521e-15       1.76637e-09       5.76181e-01       4.99264e-02      
 3.24000e-01       4.56301e-07       1.58661e-08       1.28374e-15       2.28717e-09       5.76181e-01       5.00278e-02      
 3.33000e-01       5.84537e-07       2.05307e-08       1.30486e-15       2.95301e-09       5.76181e-01       5.01574e-02      
 3.42000e-01       7.45740e-07       2.64938e-08       1.32870e-15       3.80018e-09       5.76181e-01       5.03224e-02      
 3.51000e-01       9.47068e-07       3.40836e-08       1.35537e-15       4.87221e-09       5.76181e-01       5.05311e-02      
 3.60000e-01       1.19673e-06       4.36977e-08       1.38493e-15       6.22047e-09       5.76181e-01       5.07935e-02      
 3.69000e-01       1.50394e-06       5.58121e-08       1.41741e-15       7.90460e-09       5.76181e-01       5.11211e-02      
 3.78000e-01       1.87884e-06       7.09901e-08       1.45281e-15       9.99237e-09       5.76181e-01       5.15270e-02      
 3.87000e-01       2.33234e-06       8.98900e-08       1.49107e-15       1.25592e-08       5.76181e-01       5.20254e-02      
 3.96000e-01       2.87584e-06       1.13271e-07       1.53209e-15       1.56868e-08       5.76181e-01       5.26319e-02      
 4.05000e-01       3.52094e-06       1.41995e-07       1.57573e-15       1.94613e-08       5.76181e-01       5.33624e-02      
 4.14000e-01       4.27906e-06       1.77029e-07       1.62180e-15       2.39707e-08       5.76181e-01       5.42331e-02      
 4.23000e-01       5.16108e-06       2.19441e-07       1.67008e-15       2.93017e-08       5.76181e-01       5.52594e-02      
 4.32000e-01       6.17693e-06       2.70391e-07       1.72033e-15       3.55367e-08       5.76181e-01       5.64556e-02      
 4.41000e-01       7.33539e-06       3.31125e-07       1.77225e-15       4.27506e-08       5.76181e-01       5.78338e-02      
 4.50000e-01       8.64396e-06       4.02963e-07       1.82554e-15       5.10086e-08       5.76181e-01       5.94040e-02      
 4.59000e-01       1.01090e-05       4.87284e-07       1.87989e-15       6.03648e-08       5.76181e-01       6.11734e-02      
 4.68000e-01       1.17358e-05       5.85523e-07       1.93497e-15       7.08616e-08       5.76181e-01       6.31466e-02      
 4.77000e-01       1.35294e-05       6.99158e-07       1.99044e-15       8.25308e-08       5.76181e-01       6.53256e-02      
 4.86000e-01       1.54949e-05       8.29713e-07       2.04598e-15       9.53951e-08       5.76181e-01       6.77104e-02      
 4.95000e-01       1.76379e-05       9.78762e-07       2.10127e-15       1.09471e-07       5.76181e-01       7.02994e-02      
 5.04000e-01       1.99650e-05       1.14793e-06       2.15604e-15       1.24769e-07       5.76181e-01       7.30898e-02      
 5.13000e-01       2.24837e-05       1.33891e-06       2.20999e-15       1.41300e-07       5.76181e-01       7.60783e-02      
 5.22000e-01       2.52030e-05       1.55346e-06       2.26288e-15       1.59072e-07       5.76181e-01       7.92610e-02      
 5.31000e-01       2.81321e-05       1.79343e-06       2.31451e-15       1.78097e-07       5.76181e-01       8.26346e-02      
 5.40000e-01       3.12808e-05       2.06075e-06       2.36466e-15       1.98385e-07       5.76181e-01       8.61953e-02      
