
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.67646e-11       9.64449e-13       1.50462e-15       1.25388e-13       5.79278e-01       4.96183e-02      
 9.00000e-03       3.53221e-11       1.23775e-12       1.50087e-15       1.65486e-13       5.79278e-01       4.96183e-02      
 1.80000e-02       4.66148e-11       1.60035e-12       1.49721e-15       2.18404e-13       5.79278e-01       4.96183e-02      
 2.70000e-02       6.15162e-11       2.08060e-12       1.49364e-15       2.88239e-13       5.79278e-01       4.96184e-02      
 3.60000e-02       8.11790e-11       2.71591e-12       1.49015e-15       3.80396e-13       5.79278e-01       4.96184e-02      
 4.50000e-02       1.07123e-10       3.55564e-12       1.48674e-15       5.02008e-13       5.79278e-01       4.96184e-02      
 5.40000e-02       1.41354e-10       4.66496e-12       1.48342e-15       6.62481e-13       5.79278e-01       4.96184e-02      
 6.30000e-02       1.86515e-10       6.12981e-12       1.48018e-15       8.74226e-13       5.79278e-01       4.96184e-02      
 7.20000e-02       2.46093e-10       8.06358e-12       1.47703e-15       1.15361e-12       5.79278e-01       4.96185e-02      
 8.10000e-02       3.24683e-10       1.06158e-11       1.47397e-15       1.52222e-12       5.79278e-01       4.96185e-02      
 9.00000e-02       4.28342e-10       1.39838e-11       1.47100e-15       2.00853e-12       5.79278e-01       4.96186e-02      
 9.90000e-02       5.65053e-10       1.84275e-11       1.46814e-15       2.65006e-12       5.79278e-01       4.96187e-02      
 1.08000e-01       7.45332e-10       2.42898e-11       1.46540e-15       3.49629e-12       5.79278e-01       4.96189e-02      
 1.17000e-01       9.83028e-10       3.20225e-11       1.46278e-15       4.61241e-12       5.79278e-01       4.96190e-02      
 1.26000e-01       1.29638e-09       4.22212e-11       1.46029e-15       6.08435e-12       5.79278e-01       4.96193e-02      
 1.35000e-01       1.70937e-09       5.56702e-11       1.45797e-15       8.02528e-12       5.79278e-01       4.96196e-02      
 1.44000e-01       2.25358e-09       7.34026e-11       1.45583e-15       1.05842e-11       5.79278e-01       4.96200e-02      
 1.53000e-01       2.97049e-09       9.67785e-11       1.45389e-15       1.39574e-11       5.79278e-01       4.96205e-02      
 1.62000e-01       3.91461e-09       1.27588e-10       1.45219e-15       1.84028e-11       5.79278e-01       4.96212e-02      
 1.71000e-01       5.15751e-09       1.68184e-10       1.45078e-15       2.42600e-11       5.79278e-01       4.96222e-02      
 1.80000e-01       6.79267e-09       2.21661e-10       1.44965e-15       3.19748e-11       5.79278e-01       4.96234e-02      
 1.89000e-01       8.94292e-09       2.92078e-10       1.44890e-15       4.21325e-11       5.79278e-01       4.96250e-02      
 1.98000e-01       1.17689e-08       3.84768e-10       1.44861e-15       5.55010e-11       5.79278e-01       4.96271e-02      
