
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.64677e-11       9.26950e-13       9.45014e-16       1.27631e-13       5.71261e-01       4.95279e-02      
 9.00000e-03       3.48449e-11       1.19848e-12       9.42722e-16       1.68037e-13       5.71261e-01       4.95279e-02      
 1.80000e-02       4.58724e-11       1.55716e-12       9.40485e-16       2.21230e-13       5.71261e-01       4.95279e-02      
 2.70000e-02       6.03880e-11       2.03042e-12       9.38301e-16       2.91257e-13       5.71261e-01       4.95279e-02      
 3.60000e-02       7.94940e-11       2.65439e-12       9.36171e-16       3.83439e-13       5.71261e-01       4.95279e-02      
 4.50000e-02       1.04641e-10       3.47661e-12       9.34093e-16       5.04784e-13       5.71261e-01       4.95279e-02      
 5.40000e-02       1.37736e-10       4.55968e-12       9.32070e-16       6.64510e-13       5.71261e-01       4.95280e-02      
 6.30000e-02       1.81289e-10       5.98594e-12       9.30102e-16       8.74745e-13       5.71261e-01       4.95280e-02      
 7.20000e-02       2.38600e-10       7.86373e-12       9.28192e-16       1.15145e-12       5.71261e-01       4.95281e-02      
 8.10000e-02       3.14005e-10       1.03356e-11       9.26343e-16       1.51560e-12       5.71261e-01       4.95282e-02      
 9.00000e-02       4.13208e-10       1.35890e-11       9.24561e-16       1.99481e-12       5.71261e-01       4.95283e-02      
 9.90000e-02       5.43700e-10       1.78704e-11       9.22850e-16       2.62538e-12       5.71261e-01       4.95285e-02      
 1.08000e-01       7.15324e-10       2.35040e-11       9.21218e-16       3.45501e-12       5.71261e-01       4.95287e-02      
 1.17000e-01       9.41002e-10       3.09157e-11       9.19676e-16       4.54641e-12       5.71261e-01       4.95290e-02      
 1.26000e-01       1.23770e-09       4.06652e-11       9.18235e-16       5.98199e-12       5.71261e-01       4.95293e-02      
 1.35000e-01       1.62766e-09       5.34879e-11       9.16908e-16       7.86996e-12       5.71261e-01       4.95298e-02      
 1.44000e-01       2.14006e-09       7.03491e-11       9.15715e-16       1.03524e-11       5.71261e-01       4.95304e-02      
 1.53000e-01       2.81311e-09       9.25159e-11       9.14676e-16       1.36157e-11       5.71261e-01       4.95312e-02      
