
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.24450e-11       7.72415e-13       6.65793e-16       1.09615e-13       5.64529e-01       4.84273e-02      
 9.00000e-03       2.96055e-11       1.00332e-12       6.64215e-16       1.44593e-13       5.64529e-01       4.84273e-02      
 1.80000e-02       3.90493e-11       1.30873e-12       6.62677e-16       1.90730e-13       5.64529e-01       4.84274e-02      
 2.70000e-02       5.15039e-11       1.71233e-12       6.61177e-16       2.51583e-13       5.64529e-01       4.84274e-02      
 3.60000e-02       6.79282e-11       2.24533e-12       6.59714e-16       3.31842e-13       5.64529e-01       4.84274e-02      
 4.50000e-02       8.95862e-11       2.94889e-12       6.58290e-16       4.37692e-13       5.64529e-01       4.84274e-02      
 5.40000e-02       1.18144e-10       3.87730e-12       6.56906e-16       5.77286e-13       5.64529e-01       4.84275e-02      
 6.30000e-02       1.55795e-10       5.10210e-12       6.55561e-16       7.61371e-13       5.64529e-01       4.84275e-02      
 7.20000e-02       2.05433e-10       6.71761e-12       6.54260e-16       1.00411e-12       5.64529e-01       4.84276e-02      
 8.10000e-02       2.70863e-10       8.84813e-12       6.53004e-16       1.32417e-12       5.64529e-01       4.84277e-02      
 9.00000e-02       3.57101e-10       1.16574e-11       6.51797e-16       1.74614e-12       5.64529e-01       4.84279e-02      
 9.90000e-02       4.70747e-10       1.53612e-11       6.50645e-16       2.30242e-12       5.64529e-01       4.84281e-02      
 1.08000e-01       6.20483e-10       2.02437e-11       6.49553e-16       3.03567e-12       5.64529e-01       4.84283e-02      
 1.17000e-01       8.17730e-10       2.66790e-11       6.48529e-16       4.00204e-12       5.64529e-01       4.84286e-02      
 1.26000e-01       1.07750e-09       3.51595e-11       6.47582e-16       5.27547e-12       5.64529e-01       4.84290e-02      
 1.35000e-01       1.41952e-09       4.63331e-11       6.46725e-16       6.95318e-12       5.64529e-01       4.84296e-02      
 1.44000e-01       1.86969e-09       6.10519e-11       6.45971e-16       9.16306e-12       5.64529e-01       4.84303e-02      
 1.53000e-01       2.46196e-09       8.04359e-11       6.45337e-16       1.20731e-11       5.64529e-01       4.84312e-02      
 1.62000e-01       3.24076e-09       1.05956e-10       6.44835e-16       1.59041e-11       5.64529e-01       4.84325e-02      
 1.71000e-01       4.26420e-09       1.39542e-10       6.44484e-16       2.09454e-11       5.64529e-01       4.84341e-02      
 1.80000e-01       5.60839e-09       1.83725e-10       6.44328e-16       2.75764e-11       5.64529e-01       4.84363e-02      
 1.89000e-01       7.37259e-09       2.41821e-10       6.44401e-16       3.62941e-11       5.64529e-01       4.84391e-02      
 1.98000e-01       9.68606e-09       3.18169e-10       6.44742e-16       4.77486e-11       5.64529e-01       4.84428e-02      
 2.07000e-01       1.27168e-08       4.18439e-10       6.45398e-16       6.27886e-11       5.64529e-01       4.84477e-02      
 2.16000e-01       1.66827e-08       5.50031e-10       6.46423e-16       8.25210e-11       5.64529e-01       4.84542e-02      
 2.25000e-01       2.18653e-08       7.22581e-10       6.47880e-16       1.08386e-10       5.64529e-01       4.84626e-02      
 2.34000e-01       2.86274e-08       9.48612e-10       6.49837e-16       1.42252e-10       5.64529e-01       4.84736e-02      
 2.43000e-01       3.74346e-08       1.24436e-09       6.52374e-16       1.86539e-10       5.64529e-01       4.84880e-02      
 2.52000e-01       4.88815e-08       1.63081e-09       6.55577e-16       2.44369e-10       5.64529e-01       4.85069e-02      
 2.61000e-01       6.37235e-08       2.13501e-09       6.59539e-16       3.19754e-10       5.64529e-01       4.85314e-02      
 2.70000e-01       8.29146e-08       2.79166e-09       6.64359e-16       4.17825e-10       5.64529e-01       4.85634e-02      
 2.79000e-01       1.07651e-07       3.64512e-09       6.70143e-16       5.45115e-10       5.64529e-01       4.86048e-02      
 2.88000e-01       1.39418e-07       4.75179e-09       6.76997e-16       7.09887e-10       5.64529e-01       4.86585e-02      
