
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.53504e-11       8.83478e-13       8.51912e-16       1.22745e-13       5.69420e-01       4.92712e-02      
 9.00000e-03       3.33848e-11       1.14375e-12       8.49859e-16       1.61656e-13       5.69420e-01       4.92712e-02      
 1.80000e-02       4.39644e-11       1.48760e-12       8.47855e-16       2.12898e-13       5.69420e-01       4.92713e-02      
 2.70000e-02       5.78948e-11       1.94138e-12       8.45900e-16       2.80378e-13       5.69420e-01       4.92713e-02      
 3.60000e-02       7.62364e-11       2.53980e-12       8.43993e-16       3.69236e-13       5.69420e-01       4.92713e-02      
 4.50000e-02       1.00385e-10       3.32857e-12       8.42134e-16       4.86243e-13       5.69420e-01       4.92713e-02      
 5.40000e-02       1.32176e-10       4.36784e-12       8.40324e-16       6.40307e-13       5.69420e-01       4.92714e-02      
 6.30000e-02       1.74026e-10       5.73683e-12       8.38564e-16       8.43154e-13       5.69420e-01       4.92714e-02      
 7.20000e-02       2.29112e-10       7.53976e-12       8.36858e-16       1.11021e-12       5.69420e-01       4.92715e-02      
 8.10000e-02       3.01613e-10       9.91379e-12       8.35207e-16       1.46179e-12       5.69420e-01       4.92716e-02      
 9.00000e-02       3.97024e-10       1.30393e-11       8.33617e-16       1.92460e-12       5.69420e-01       4.92717e-02      
 9.90000e-02       5.22565e-10       1.71538e-11       8.32093e-16       2.53376e-12       5.69420e-01       4.92719e-02      
 1.08000e-01       6.87724e-10       2.25693e-11       8.30642e-16       3.33548e-12       5.69420e-01       4.92721e-02      
 1.17000e-01       9.04964e-10       2.96961e-11       8.29274e-16       4.39048e-12       5.69420e-01       4.92724e-02      
 1.26000e-01       1.19064e-09       3.90738e-11       8.27999e-16       5.77858e-12       5.69420e-01       4.92728e-02      
 1.35000e-01       1.56623e-09       5.14109e-11       8.26830e-16       7.60463e-12       5.69420e-01       4.92733e-02      
 1.44000e-01       2.05986e-09       6.76381e-11       8.25785e-16       1.00063e-11       5.69420e-01       4.92739e-02      
 1.53000e-01       2.70842e-09       8.89773e-11       8.24883e-16       1.31644e-11       5.69420e-01       4.92748e-02      
 1.62000e-01       3.56018e-09       1.17031e-10       8.24148e-16       1.73159e-11       5.69420e-01       4.92759e-02      
 1.71000e-01       4.67798e-09       1.53901e-10       8.23582e-16       2.27713e-11       5.69420e-01       4.92774e-02      
 1.80000e-01       6.14427e-09       2.02337e-10       8.23243e-16       2.99374e-11       5.69420e-01       4.92793e-02      
 1.89000e-01       8.06641e-09       2.65939e-10       8.23175e-16       3.93461e-11       5.69420e-01       4.92819e-02      
 1.98000e-01       1.05842e-08       3.49416e-10       8.23423e-16       5.16926e-11       5.69420e-01       4.92852e-02      
 2.07000e-01       1.38793e-08       4.58914e-10       8.24044e-16       6.78844e-11       5.69420e-01       4.92896e-02      
 2.16000e-01       1.81870e-08       6.02449e-10       8.25101e-16       8.91037e-11       5.69420e-01       4.92953e-02      
 2.25000e-01       2.38119e-08       7.90452e-10       8.26667e-16       1.16888e-10       5.69420e-01       4.93029e-02      
 2.34000e-01       3.11462e-08       1.03648e-09       8.28826e-16       1.53233e-10       5.69420e-01       4.93127e-02      
