
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.11557e-11       7.21633e-13       5.72739e-16       1.03940e-13       5.60900e-01       4.78305e-02      
 9.00000e-03       2.79382e-11       9.39572e-13       5.71399e-16       1.37271e-13       5.60900e-01       4.78305e-02      
 1.80000e-02       3.68939e-11       1.22812e-12       5.70093e-16       1.81287e-13       5.60900e-01       4.78305e-02      
 2.70000e-02       4.87188e-11       1.60981e-12       5.68820e-16       2.39412e-13       5.60900e-01       4.78305e-02      
 3.60000e-02       6.43312e-11       2.11442e-12       5.67581e-16       3.16164e-13       5.60900e-01       4.78306e-02      
 4.50000e-02       8.49428e-11       2.78125e-12       5.66374e-16       4.17509e-13       5.60900e-01       4.78306e-02      
 5.40000e-02       1.12152e-10       3.66218e-12       5.65202e-16       5.51319e-13       5.60900e-01       4.78306e-02      
 6.30000e-02       1.48069e-10       4.82567e-12       5.64066e-16       7.27985e-13       5.60900e-01       4.78307e-02      
 7.20000e-02       1.95474e-10       6.36209e-12       5.62967e-16       9.61216e-13       5.60900e-01       4.78308e-02      
 8.10000e-02       2.58034e-10       8.39064e-12       5.61909e-16       1.26910e-12       5.60900e-01       4.78309e-02      
 9.00000e-02       3.40583e-10       1.10686e-11       5.60894e-16       1.67549e-12       5.60900e-01       4.78311e-02      
 9.90000e-02       4.49492e-10       1.46033e-11       5.59928e-16       2.21185e-12       5.60900e-01       4.78312e-02      
 1.08000e-01       5.93148e-10       1.92682e-11       5.59016e-16       2.91965e-12       5.60900e-01       4.78315e-02      
 1.17000e-01       7.82599e-10       2.54237e-11       5.58165e-16       3.85356e-12       5.60900e-01       4.78318e-02      
 1.26000e-01       1.03238e-09       3.35447e-11       5.57384e-16       5.08560e-12       5.60900e-01       4.78323e-02      
 1.35000e-01       1.36160e-09       4.42567e-11       5.56684e-16       6.71061e-12       5.60900e-01       4.78329e-02      
 1.44000e-01       1.79537e-09       5.83831e-11       5.56077e-16       8.85344e-12       5.60900e-01       4.78337e-02      
 1.53000e-01       2.36667e-09       7.70073e-11       5.55580e-16       1.16783e-11       5.60900e-01       4.78347e-02      
 1.62000e-01       3.11856e-09       1.01553e-10       5.55194e-16       1.54010e-11       5.60900e-01       4.78360e-02      
 1.71000e-01       4.10765e-09       1.33891e-10       5.54956e-16       2.03049e-11       5.60900e-01       4.78378e-02      
 1.80000e-01       5.40792e-09       1.76474e-10       5.54895e-16       2.67617e-11       5.60900e-01       4.78401e-02      
 1.89000e-01       7.11595e-09       2.32522e-10       5.55042e-16       3.52586e-11       5.60900e-01       4.78432e-02      
 1.98000e-01       9.35757e-09       3.06248e-10       5.55435e-16       4.64333e-11       5.60900e-01       4.78472e-02      
