
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       3.02942e-11       1.11593e-12       2.15754e-15       1.39709e-13       5.83390e-01       4.96668e-02      
 9.00000e-03       4.00310e-11       1.42412e-12       2.15209e-15       1.84620e-13       5.83390e-01       4.96668e-02      
 1.80000e-02       5.28963e-11       1.83414e-12       2.14677e-15       2.43966e-13       5.83390e-01       4.96668e-02      
 2.70000e-02       6.98949e-11       2.37841e-12       2.14158e-15       3.22382e-13       5.83390e-01       4.96668e-02      
 3.60000e-02       9.23536e-11       3.09979e-12       2.13650e-15       4.25997e-13       5.83390e-01       4.96668e-02      
 4.50000e-02       1.22025e-10       4.05493e-12       2.13155e-15       5.62901e-13       5.83390e-01       4.96669e-02      
 5.40000e-02       1.61225e-10       5.31868e-12       2.12671e-15       7.43787e-13       5.83390e-01       4.96669e-02      
 6.30000e-02       2.13009e-10       6.98994e-12       2.12199e-15       9.82774e-13       5.83390e-01       4.96669e-02      
 7.20000e-02       2.81412e-10       9.19932e-12       2.11739e-15       1.29851e-12       5.83390e-01       4.96669e-02      
 8.10000e-02       3.71764e-10       1.21194e-11       2.11293e-15       1.71563e-12       5.83390e-01       4.96670e-02      
 9.00000e-02       4.91096e-10       1.59779e-11       2.10859e-15       2.26664e-12       5.83390e-01       4.96671e-02      
 9.90000e-02       6.48688e-10       2.10757e-11       2.10440e-15       2.99448e-12       5.83390e-01       4.96671e-02      
 1.08000e-01       8.56783e-10       2.78100e-11       2.10036e-15       3.95582e-12       5.83390e-01       4.96672e-02      
 1.17000e-01       1.13153e-09       3.67050e-11       2.09649e-15       5.22548e-12       5.83390e-01       4.96674e-02      
 1.26000e-01       1.49423e-09       4.84524e-11       2.09281e-15       6.90214e-12       5.83390e-01       4.96676e-02      
 1.35000e-01       1.97294e-09       6.39648e-11       2.08934e-15       9.11602e-12       5.83390e-01       4.96678e-02      
 1.44000e-01       2.60465e-09       8.44459e-11       2.08610e-15       1.20388e-11       5.83390e-01       4.96681e-02      
 1.53000e-01       3.43805e-09       1.11483e-10       2.08315e-15       1.58970e-11       5.83390e-01       4.96686e-02      
 1.62000e-01       4.53723e-09       1.47168e-10       2.08050e-15       2.09889e-11       5.83390e-01       4.96692e-02      
 1.71000e-01       5.98649e-09       1.94257e-10       2.07823e-15       2.77075e-11       5.83390e-01       4.96699e-02      
 1.80000e-01       7.89645e-09       2.56378e-10       2.07636e-15       3.65701e-11       5.83390e-01       4.96709e-02      
 1.89000e-01       1.04120e-08       3.38303e-10       2.07495e-15       4.82570e-11       5.83390e-01       4.96722e-02      
