
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       2.64254e-11       9.48378e-13       1.41135e-15       1.24213e-13       5.78381e-01       4.96079e-02      
 9.00000e-03       3.48649e-11       1.21839e-12       1.40784e-15       1.63891e-13       5.78381e-01       4.96079e-02      
 1.80000e-02       4.59987e-11       1.57645e-12       1.40442e-15       2.16240e-13       5.78381e-01       4.96080e-02      
 2.70000e-02       6.06864e-11       2.05045e-12       1.40108e-15       2.85304e-13       5.78381e-01       4.96080e-02      
 3.60000e-02       8.00618e-11       2.67725e-12       1.39781e-15       3.76420e-13       5.78381e-01       4.96080e-02      
 4.50000e-02       1.05620e-10       3.50545e-12       1.39463e-15       4.96623e-13       5.78381e-01       4.96080e-02      
 5.40000e-02       1.39331e-10       4.59915e-12       1.39152e-15       6.55194e-13       5.78381e-01       4.96080e-02      
 6.30000e-02       1.83794e-10       6.04293e-12       1.38849e-15       8.64370e-13       5.78381e-01       4.96081e-02      
 7.20000e-02       2.42435e-10       7.94830e-12       1.38555e-15       1.14029e-12       5.78381e-01       4.96081e-02      
 8.10000e-02       3.19766e-10       1.04623e-11       1.38269e-15       1.50422e-12       5.78381e-01       4.96082e-02      
 9.00000e-02       4.21736e-10       1.37788e-11       1.37992e-15       1.98422e-12       5.78381e-01       4.96083e-02      
 9.90000e-02       5.56179e-10       1.81534e-11       1.37726e-15       2.61725e-12       5.78381e-01       4.96084e-02      
 1.08000e-01       7.33416e-10       2.39228e-11       1.37469e-15       3.45203e-12       5.78381e-01       4.96085e-02      
 1.17000e-01       9.67031e-10       3.15308e-11       1.37225e-15       4.55273e-12       5.78381e-01       4.96087e-02      
 1.26000e-01       1.27490e-09       4.15620e-11       1.36994e-15       6.00390e-12       5.78381e-01       4.96089e-02      
 1.35000e-01       1.68056e-09       5.47862e-11       1.36778e-15       7.91689e-12       5.78381e-01       4.96093e-02      
 1.44000e-01       2.21492e-09       7.22171e-11       1.36579e-15       1.04382e-11       5.78381e-01       4.96097e-02      
 1.53000e-01       2.91864e-09       9.51884e-11       1.36401e-15       1.37608e-11       5.78381e-01       4.96103e-02      
 1.62000e-01       3.84509e-09       1.25455e-10       1.36245e-15       1.81382e-11       5.78381e-01       4.96110e-02      
 1.71000e-01       5.06431e-09       1.65324e-10       1.36116e-15       2.39039e-11       5.78381e-01       4.96120e-02      
 1.80000e-01       6.66770e-09       2.17825e-10       1.36014e-15       3.14958e-11       5.78381e-01       4.96133e-02      
 1.89000e-01       8.77544e-09       2.86935e-10       1.35948e-15       4.14883e-11       5.78381e-01       4.96149e-02      
 1.98000e-01       1.15445e-08       3.77872e-10       1.35927e-15       5.46348e-11       5.78381e-01       4.96172e-02      
 2.07000e-01       1.51799e-08       4.97474e-10       1.35956e-15       7.19225e-11       5.78381e-01       4.96201e-02      
 2.16000e-01       1.99486e-08       6.54693e-10       1.36045e-15       9.46428e-11       5.78381e-01       4.96240e-02      
 2.25000e-01       2.61978e-08       8.61231e-10       1.36204e-15       1.24483e-10       5.78381e-01       4.96290e-02      
 2.34000e-01       3.43782e-08       1.13236e-09       1.36446e-15       1.63643e-10       5.78381e-01       4.96357e-02      
 2.43000e-01       4.50724e-08       1.48799e-09       1.36784e-15       2.14989e-10       5.78381e-01       4.96444e-02      
 2.52000e-01       5.90319e-08       1.95401e-09       1.37234e-15       2.82238e-10       5.78381e-01       4.96558e-02      
 2.61000e-01       7.72217e-08       2.56397e-09       1.37811e-15       3.70209e-10       5.78381e-01       4.96707e-02      
 2.70000e-01       1.00876e-07       3.36133e-09       1.38536e-15       4.85121e-10       5.78381e-01       4.96902e-02      
 2.79000e-01       1.31564e-07       4.40207e-09       1.39429e-15       6.34970e-10       5.78381e-01       4.97156e-02      
 2.88000e-01       1.71272e-07       5.75814e-09       1.40509e-15       8.29995e-10       5.78381e-01       4.97487e-02      
 2.97000e-01       2.22490e-07       7.52158e-09       1.41801e-15       1.08324e-09       5.78381e-01       4.97917e-02      
 3.06000e-01       2.88326e-07       9.80954e-09       1.43326e-15       1.41121e-09       5.78381e-01       4.98474e-02      
 3.15000e-01       3.72611e-07       1.27703e-08       1.45105e-15       1.83468e-09       5.78381e-01       4.99193e-02      
 3.24000e-01       4.80030e-07       1.65905e-08       1.47160e-15       2.37951e-09       5.78381e-01       5.00118e-02      
 3.33000e-01       6.16237e-07       2.15031e-08       1.49509e-15       3.07767e-09       5.78381e-01       5.01304e-02      
 3.42000e-01       7.87970e-07       2.77969e-08       1.52169e-15       3.96821e-09       5.78381e-01       5.02817e-02      
 3.51000e-01       1.00314e-06       3.58266e-08       1.55153e-15       5.09820e-09       5.78381e-01       5.04736e-02      
 3.60000e-01       1.27088e-06       4.60235e-08       1.58470e-15       6.52358e-09       5.78381e-01       5.07157e-02      
 3.69000e-01       1.60153e-06       5.89067e-08       1.62125e-15       8.30976e-09       5.78381e-01       5.10190e-02      
 3.78000e-01       2.00659e-06       7.50939e-08       1.66118e-15       1.05317e-08       5.78381e-01       5.13960e-02      
 3.87000e-01       2.49851e-06       9.53105e-08       1.70443e-15       1.32734e-08       5.78381e-01       5.18609e-02      
 3.96000e-01       3.09050e-06       1.20398e-07       1.75092e-15       1.66271e-08       5.78381e-01       5.24288e-02      
 4.05000e-01       3.79611e-06       1.51318e-07       1.80047e-15       2.06908e-08       5.78381e-01       5.31159e-02      
 4.14000e-01       4.62887e-06       1.89155e-07       1.85291e-15       2.55658e-08       5.78381e-01       5.39384e-02      
 4.23000e-01       5.60184e-06       2.35114e-07       1.90798e-15       3.13533e-08       5.78381e-01       5.49124e-02      
 4.32000e-01       6.72712e-06       2.90512e-07       1.96539e-15       3.81506e-08       5.78381e-01       5.60528e-02      
