
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd

 0.00000e+00       3.27653e-11       1.21777e-12       2.53064e-15       1.50276e-13       5.84790e-01       4.96836e-02      
 9.00000e-03       4.33151e-11       1.55060e-12       2.52423e-15       1.98670e-13       5.84790e-01       4.96836e-02      
 1.80000e-02       5.72608e-11       1.99384e-12       2.51796e-15       2.62645e-13       5.84790e-01       4.96837e-02      
 2.70000e-02       7.56948e-11       2.58269e-12       2.51184e-15       3.47216e-13       5.84790e-01       4.96837e-02      
 3.60000e-02       1.00061e-10       3.36370e-12       2.50586e-15       4.59011e-13       5.84790e-01       4.96837e-02      
 4.50000e-02       1.32267e-10       4.39843e-12       2.50001e-15       6.06790e-13       5.84790e-01       4.96837e-02      
 5.40000e-02       1.74833e-10       5.76824e-12       2.49431e-15       8.02129e-13       5.84790e-01       4.96837e-02      
 6.30000e-02       2.31089e-10       7.58070e-12       2.48875e-15       1.06032e-12       5.84790e-01       4.96837e-02      
 7.20000e-02       3.05434e-10       9.97793e-12       2.48333e-15       1.40159e-12       5.84790e-01       4.96838e-02      
 8.10000e-02       4.03677e-10       1.31477e-11       2.47806e-15       1.85263e-12       5.84790e-01       4.96838e-02      
 9.00000e-02       5.33490e-10       1.73383e-11       2.47294e-15       2.44872e-12       5.84790e-01       4.96839e-02      
 9.90000e-02       7.05002e-10       2.28773e-11       2.46799e-15       3.23646e-12       5.84790e-01       4.96839e-02      
 1.08000e-01       9.31584e-10       3.01979e-11       2.46321e-15       4.27739e-12       5.84790e-01       4.96840e-02      
 1.17000e-01       1.23088e-09       3.98716e-11       2.45863e-15       5.65277e-12       5.84790e-01       4.96842e-02      
 1.26000e-01       1.62617e-09       5.26533e-11       2.45426e-15       7.46989e-12       5.84790e-01       4.96843e-02      
 1.35000e-01       2.14814e-09       6.95394e-11       2.45014e-15       9.87034e-12       5.84790e-01       4.96846e-02      
 1.44000e-01       2.83728e-09       9.18447e-11       2.44629e-15       1.30410e-11       5.84790e-01       4.96849e-02      
 1.53000e-01       3.74689e-09       1.21304e-10       2.44275e-15       1.72282e-11       5.84790e-01       4.96853e-02      
 1.62000e-01       4.94720e-09       1.60204e-10       2.43957e-15       2.27570e-11       5.84790e-01       4.96858e-02      
 1.71000e-01       6.53062e-09       2.11561e-10       2.43681e-15       3.00557e-11       5.84790e-01       4.96865e-02      
 1.80000e-01       8.61859e-09       2.79346e-10       2.43453e-15       3.96885e-11       5.84790e-01       4.96874e-02      
 1.89000e-01       1.13701e-08       3.68788e-10       2.43275e-15       5.23974e-11       5.84790e-01       4.96887e-02      
 1.98000e-01       1.49945e-08       4.86762e-10       2.43164e-15       6.91587e-11       5.84790e-01       4.96903e-02      
 2.07000e-01       1.97662e-08       6.42310e-10       2.43133e-15       9.12553e-11       5.84790e-01       4.96924e-02      
 2.16000e-01       2.60436e-08       8.47308e-10       2.43195e-15       1.20371e-10       5.84790e-01       4.96952e-02      
 2.25000e-01       3.42954e-08       1.11733e-09       2.43368e-15       1.58715e-10       5.84790e-01       4.96989e-02      
 2.34000e-01       4.51323e-08       1.47279e-09       2.43669e-15       2.09178e-10       5.84790e-01       4.97037e-02      
 2.43000e-01       5.93485e-08       1.94039e-09       2.44121e-15       2.75540e-10       5.84790e-01       4.97101e-02      
 2.52000e-01       7.79741e-08       2.55501e-09       2.44750e-15       3.62732e-10       5.84790e-01       4.97185e-02      
 2.61000e-01       1.02340e-07       3.36209e-09       2.45583e-15       4.77172e-10       5.84790e-01       4.97295e-02      
 2.70000e-01       1.34162e-07       4.42074e-09       2.46652e-15       6.27193e-10       5.84790e-01       4.97439e-02      
 2.79000e-01       1.75638e-07       5.80760e-09       2.47991e-15       8.23575e-10       5.84790e-01       4.97628e-02      
 2.88000e-01       2.29573e-07       7.62173e-09       2.49639e-15       1.08022e-09       5.84790e-01       4.97875e-02      
 2.97000e-01       2.99524e-07       9.99075e-09       2.51632e-15       1.41497e-09       5.84790e-01       4.98197e-02      
 3.06000e-01       3.89971e-07       1.30783e-08       2.54013e-15       1.85061e-09       5.84790e-01       4.98616e-02      
 3.15000e-01       5.06515e-07       1.70933e-08       2.56822e-15       2.41606e-09       5.84790e-01       4.99160e-02      
 3.24000e-01       6.56092e-07       2.23008e-08       2.60098e-15       3.14779e-09       5.84790e-01       4.99865e-02      
 3.33000e-01       8.47207e-07       2.90356e-08       2.63878e-15       4.09139e-09       5.84790e-01       5.00774e-02      
 3.42000e-01       1.09017e-06       3.77165e-08       2.68198e-15       5.30333e-09       5.84790e-01       5.01941e-02      
 3.51000e-01       1.39730e-06       4.88645e-08       2.73086e-15       6.85277e-09       5.84790e-01       5.03434e-02      
 3.60000e-01       1.78314e-06       6.31212e-08       2.78564e-15       8.82337e-09       5.84790e-01       5.05334e-02      
 3.69000e-01       2.26452e-06       8.12695e-08       2.84648e-15       1.13149e-08       5.84790e-01       5.07735e-02      
 3.78000e-01       2.86061e-06       1.04254e-07       2.91345e-15       1.44441e-08       5.84790e-01       5.10750e-02      
 3.87000e-01       3.59279e-06       1.33204e-07       2.98653e-15       1.83454e-08       5.84790e-01       5.14509e-02      
 3.96000e-01       4.48434e-06       1.69447e-07       3.06562e-15       2.31699e-08       5.84790e-01       5.19155e-02      
 4.05000e-01       5.56002e-06       2.14529e-07       3.15050e-15       2.90835e-08       5.84790e-01       5.24844e-02      
 4.14000e-01       6.84541e-06       2.70224e-07       3.24089e-15       3.62631e-08       5.84790e-01       5.31743e-02      
 4.23000e-01       8.36611e-06       3.38535e-07       3.33640e-15       4.48917e-08       5.84790e-01       5.40020e-02      
 4.32000e-01       1.01469e-05       4.21694e-07       3.43656e-15       5.51522e-08       5.84790e-01       5.49843e-02      
 4.41000e-01       1.22107e-05       5.22149e-07       3.54084e-15       6.72203e-08       5.84790e-01       5.61365e-02      
 4.50000e-01       1.45782e-05       6.42542e-07       3.64864e-15       8.12575e-08       5.84790e-01       5.74725e-02      
 4.59000e-01       1.72669e-05       7.85689e-07       3.75930e-15       9.74055e-08       5.84790e-01       5.90037e-02      
 4.68000e-01       2.02914e-05       9.54551e-07       3.87216e-15       1.15782e-07       5.84790e-01       6.07386e-02      
 4.77000e-01       2.36637e-05       1.15221e-06       3.98652e-15       1.36480e-07       5.84790e-01       6.26830e-02      
