
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd    getData("M0:vt

 0.00000e+00       6.80571e-06      -5.22472e-06       5.83482e-14       2.50085e-08      -4.40350e-01      -1.24950e+00      -4.40350e-01      
 9.00000e-02       6.49244e-06      -4.62619e-06       5.83069e-14       2.04105e-08      -4.40350e-01      -1.15695e+00      -4.40350e-01      
 1.80000e-01       6.16366e-06      -4.05655e-06       5.82525e-14       1.69616e-08      -4.40350e-01      -1.06642e+00      -4.40350e-01      
 2.70000e-01       5.81891e-06      -3.51721e-06       5.81823e-14       1.41876e-08      -4.40350e-01      -9.77847e-01      -4.40350e-01      
 3.60000e-01       5.45747e-06      -3.00965e-06       5.80919e-14       1.18577e-08      -4.40350e-01      -8.91160e-01      -4.40350e-01      
 4.50000e-01       5.07854e-06      -2.53539e-06       5.79757e-14       9.85034e-09      -4.40350e-01      -8.06298e-01      -4.40350e-01      
 5.40000e-01       4.68132e-06      -2.09606e-06       5.78265e-14       8.09679e-09      -4.40350e-01      -7.23200e-01      -4.40350e-01      
 6.30000e-01       4.26503e-06      -1.69333e-06       5.76339e-14       6.55585e-09      -4.40350e-01      -6.41812e-01      -4.40350e-01      
 7.20000e-01       3.82886e-06      -1.32895e-06       5.73828e-14       5.20145e-09      -4.40350e-01      -5.62083e-01      -4.40350e-01      
 8.10000e-01       3.37182e-06      -1.00476e-06       5.70488e-14       4.01644e-09      -4.40350e-01      -4.83978e-01      -4.40350e-01      
 9.00000e-01       2.89249e-06      -7.22694e-07       5.65867e-14       2.98935e-09      -4.40350e-01      -4.07492e-01      -4.40350e-01      
 9.90000e-01       2.38858e-06      -4.84852e-07       5.58994e-14       2.11294e-09      -4.40350e-01      -3.32716e-01      -4.40350e-01      
 1.08000e+00       1.85727e-06      -2.93576e-07       5.47472e-14       1.38386e-09      -4.40350e-01      -2.59992e-01      -4.40350e-01      
 1.17000e+00       1.29971e-06      -1.51351e-07       5.24876e-14       8.03618e-10      -4.40350e-01      -1.90352e-01      -4.40350e-01      
 1.26000e+00       7.42096e-07      -5.97011e-08       4.75011e-14       3.80062e-10      -4.40350e-01      -1.26620e-01      -4.40350e-01      
 1.35000e+00       2.80277e-07      -1.49738e-08       3.72428e-14       1.23617e-10      -4.40350e-01      -7.54321e-02      -4.40350e-01      
 1.44000e+00       5.12983e-08      -2.02729e-09       2.35526e-14       2.15722e-11      -4.40350e-01      -4.72777e-02      -4.40350e-01      
 1.53000e+00       5.00694e-09      -1.71597e-10       1.53709e-14       2.00008e-12      -4.40350e-01      -4.04151e-02      -4.40350e-01      
 1.62000e+00       3.46647e-10      -1.20025e-11       1.33937e-14       1.32215e-13      -4.40350e-01      -3.97164e-02      -4.40350e-01      
 1.71000e+00       2.08313e-11      -2.12922e-12       1.33650e-14       7.82383e-15      -4.40350e-01      -3.96698e-02      -4.40350e-01      
 1.80000e+00       1.20370e-12      -2.54506e-12       1.38194e-14       4.50606e-16      -4.40350e-01      -3.96670e-02      -4.40350e-01      
