
dc (V)            getData("M0:gm    getData("M0:id    getData("M0:cg    getData("M0:gd    getData("M0:vt    getData("M0:vd    getData("M0:vt

 0.00000e+00       1.80772e-05      -1.39687e-05       2.18585e-14       1.49039e-07      -4.42948e-01      -1.24811e+00      -4.42948e-01      
 9.00000e-02       1.72699e-05      -1.23778e-05       2.18401e-14       1.26057e-07      -4.42948e-01      -1.15578e+00      -4.42948e-01      
 1.80000e-01       1.64186e-05      -1.08614e-05       2.18166e-14       1.07018e-07      -4.42948e-01      -1.06544e+00      -4.42948e-01      
 2.70000e-01       1.55218e-05      -9.42378e-06       2.17875e-14       9.06327e-08      -4.42948e-01      -9.77034e-01      -4.42948e-01      
 3.60000e-01       1.45775e-05      -8.06894e-06       2.17514e-14       7.62482e-08      -4.42948e-01      -8.90482e-01      -4.42948e-01      
 4.50000e-01       1.35834e-05      -6.80132e-06       2.17062e-14       6.35005e-08      -4.42948e-01      -8.05724e-01      -4.42948e-01      
 5.40000e-01       1.25370e-05      -5.62550e-06       2.16489e-14       5.21703e-08      -4.42948e-01      -7.22697e-01      -4.42948e-01      
 6.30000e-01       1.14361e-05      -4.54630e-06       2.15757e-14       4.21159e-08      -4.42948e-01      -6.41344e-01      -4.42948e-01      
 7.20000e-01       1.02781e-05      -3.56873e-06       2.14807e-14       3.32405e-08      -4.42948e-01      -5.61612e-01      -4.42948e-01      
 8.10000e-01       9.06022e-06      -2.69804e-06       2.13547e-14       2.54760e-08      -4.42948e-01      -4.83465e-01      -4.42948e-01      
 9.00000e-01       7.77811e-06      -1.93982e-06       2.11804e-14       1.87736e-08      -4.42948e-01      -4.06901e-01      -4.42948e-01      
 9.90000e-01       6.42523e-06      -1.30011e-06       2.09206e-14       1.31010e-08      -4.42948e-01      -3.32013e-01      -4.42948e-01      
 1.08000e+00       4.99373e-06      -7.85649e-07       2.04827e-14       8.44297e-09      -4.42948e-01      -2.59159e-01      -4.42948e-01      
 1.17000e+00       3.48750e-06      -4.03540e-07       1.96205e-14       4.80564e-09      -4.42948e-01      -1.89411e-01      -4.42948e-01      
 1.26000e+00       1.98093e-06      -1.58107e-07       1.77210e-14       2.21873e-09      -4.42948e-01      -1.25676e-01      -4.42948e-01      
 1.35000e+00       7.39321e-07      -3.92223e-08       1.38602e-14       7.01946e-10      -4.42948e-01      -7.47586e-02      -4.42948e-01      
 1.44000e+00       1.33457e-07      -5.27229e-09       8.81874e-15       1.19492e-10      -4.42948e-01      -4.71955e-02      -4.42948e-01      
 1.53000e+00       1.30364e-08      -4.47456e-10       5.86984e-15       1.10390e-11      -4.42948e-01      -4.06216e-02      -4.42948e-01      
 1.62000e+00       9.11842e-10      -3.03295e-11       5.16604e-15       7.38249e-13      -4.42948e-01      -3.99555e-02      -4.42948e-01      
 1.71000e+00       5.56177e-11      -3.23836e-12       5.16013e-15       4.43666e-14      -4.42948e-01      -3.99105e-02      -4.42948e-01      
 1.80000e+00       3.26553e-12      -2.61056e-12       5.32842e-15       2.59672e-15      -4.42948e-01      -3.99078e-02      -4.42948e-01      
